food_id,source_record_id,source_name,family,food_group,scientific_name,aliases,energy_kcal,protein_g,carb_g,fat_g,data_status,nutrition_basis,resolution_rule,gofit_note
GF-ING-00379,O031,"Beef, heart",beef,Animal Meat,,"Beef, heart; Gorur Hritpinda; Gaay ka Dil; Dana Hrudaya; Masidab Klongsnam?; Gaayichem Kalliz; Pothirachi Hrudayam; Gaiche Kallij/Rudhaya; Gai ko Mutu; Goru Hritpinda; Gaaye da Dil; Maattu Idhayam; Aavu Gunde; Gaay ka Dil.",103.48948374760994,17.68,0.0,3.57,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00380,O032,"Beef, liver",beef,Animal Meat,,"Beef, liver; Gorur Mete/Kolija; Gaay ki Kaleji; Dana Yakrit; Masidab Dohjem; Gaayichem Kalliz; Pothirachi Karal; Gaiche Kaleji; Gai ko Kalejo; Goru Kalija; Gaaye di Kaleji; Maattu Eeral; Aavu Kaleyam; Gaay ki Kaleji.",119.26386233269598,20.73,0.0,3.96,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00381,O033,"Beef, tripe",beef,Animal Meat,,"Beef, tripe; Gorur Bhuri/Butt; Gaay ki Ojri/Boti; Pothirachi Kudal; Gaichi Vajri; Goru Ojhri; Gaaye di Ojri; Maattu Kudal; Aavu Pottikadupu; Gaay ki Ojri.",75.52581261950286,13.1,0.0,2.51,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00382,O034,"Beef, spleen",beef,Animal Meat,,"Beef, spleen; Gorur Pliha; Gaay ki Tilli; Dana Pliha; ?.; Gaayichem Pano?; Pothirachi Pliha; Gaichi Panthari; Gai ko Phiyo; Goru Pliha; Gaaye di Tilli; Maattu Manneral/Suvarotti; Aavu Plihamu; Gaay ki Tilli.",90.34416826003824,17.42,0.0,2.22,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00383,O035,"Beef, kidneys",beef,Animal Meat,,"Beef, kidneys; Gorur Brikko; Gaay ke Gurde; Dana Mutrapinda; Masidab Nier?; Gaayichem Mutpin; Pothirachi Vrikka; Gaiche Gurde/Mutrapind; Gai ko Mirgaula; Goru Brikko; Gaaye de Gurde; Maattu Siruneeragam; Aavu Mutrapindalu; Gaay ke Gurde.",104.92351816443596,17.09,0.0,4.01,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00384,O036,"Calf, shoulder",other red meat,Animal Meat,,"Calf, shoulder; Bachhurer Kandh; Bachhde ka Kandha/Dast; Karu Bhujada Mamsa; ?. Tyrpeng; Padkulem Khand; Kuttyirachi Chumal; Vasrache Khande; Bachcha ko Kaandh; Bachhuri Kandha Mansa; Vachhe da Modha; Kannukutti Tholpattai Kari; Dooda Bhujamu Mamsam; Bachhde ka Kandha/Shana.",151.2906309751434,20.98,0.0,7.47,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00385,O037,"Calf, chops",other red meat,Animal Meat,,"Calf, chops; Bachhurer Chaap; Bachhde ki Champ; Vachhe di Champ; Bachhde ki Champ.",125.23900573613766,22.47,0.0,3.85,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00386,O038,"Calf, round (leg)",other red meat,Animal Meat,,"Calf, round (leg); Bachhurer Ran; Bachhde ki Raan; Karu Thode Mamsa; ?. Lbong; Padkulem Mandi; Kuttyirachi Thuda; Vasrachi Mandi; Bachcha ko Tighra; Bachhuri Ran Mansa; Vachhe di Raan; Kannukutti Thodai Kari; Dooda Thodala Mamsam; Bachhde ki Raan.",146.98852772466535,21.1,0.0,6.92,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00387,O039,"Calf, brain",other red meat,Animal Meat,,"Calf, brain; Bachhurer Magaj; Bachhde ka Bheja/Maghaz; Karu Medulu; ?. Jynkhlieh; Padkulem Mendu; Kuttyirachi Thalacchoru; Vasracha Mendu; Bachcha ko Gidi; Bachhuri Mogoj; Vachhe da Bheja; Kannukutti Moolai; Dooda Medadu; Bachhde ka Maghaz.",107.07456978967495,9.84,0.0,7.6,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00388,O040,"Calf, tongue",other red meat,Animal Meat,,"Calf, tongue; Bachhurer Jibh; Bachhde ki Zabaan/Jeebh; Karu Naalige; ?. Thyndiat?; Padkulem Jeeb; Kuttyirachi Naavu; Vasrachi Jeebh; Bachcha ko Jibro; Bachhuri Jibha; Vachhe di Jeebh; Kannukutti Naakku; Dooda Naluka; Bachhde ki Zabaan.",176.1472275334608,17.78,0.0,11.76,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00389,O041,"Calf, heart",other red meat,Animal Meat,,"Calf, heart; Bachhurer Hritpinda; Bachhde ka Dil; Karu Hrudaya; ?. Klongsnam?; Padkulem Kalliz; Kuttyirachi Hrudayam; Vasrache Kallij/Rudhaya; Bachcha ko Mutu; Bachhuri Hritpinda; Vachhe da Dil; Kannukutti Idhayam; Dooda Gunde; Bachhde ka Dil.",109.70363288718929,18.84,0.0,3.75,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00390,O042,"Calf, liver",other red meat,Animal Meat,,"Calf, liver; Bachhurer Mete/Kolija; Bachhde ki Kaleji; Karu Yakrit; ?. Dohjem; Padkulem Kalliz; Kuttyirachi Karal; Vasrache Kaleji; Bachcha ko Kalejo; Bachhuri Kalija; Vachhe di Kaleji; Kannukutti Eeral; Dooda Kaleyam; Bachhde ki Kaleji.",120.21988527724665,21.02,0.0,3.95,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00391,O043,"Calf, spleen",other red meat,Animal Meat,,"Calf, spleen; Bachhurer Pliha; Bachhde ki Tilli; Karu Pliha; ?.; Padkulem Pano?; Kuttyirachi Pliha; Vasrachi Panthari; Bachcha ko Phiyo; Bachhuri Pliha; Vachhe di Tilli; Kannukutti Manneral/Suvarotti; Dooda Plihamu; Bachhde ki Tilli.",90.5831739961759,17.71,0.0,2.12,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00392,O044,"Calf, kidneys",other red meat,Animal Meat,,"Calf, kidneys; Bachhurer Brikko; Bachhde ke Gurde; Karu Mutrapinda; ?. Nier?; Padkulem Mutpin; Kuttyirachi Vrikka; Vasrache Gurde/Mutrapind; Bachcha ko Mirgaula; Bachhuri Brikko; Vachhe de Gurde; Kannukutti Siruneeragam; Dooda Mutrapindalu; Bachhde ke Gurde.",92.49521988527724,15.16,0.0,3.5,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00393,O045,"Mithun, shoulder",other red meat,Animal Meat,,"Mithun, shoulder; Mithunor Kandh; Mithuner Kandh; Mithun ka Kandha; Mithun ko Kaandh. (Less common elsewhere).",175.90822179732314,19.05,0.0,11.14,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00394,O046,"Mithun, chops",other red meat,Animal Meat,,"Mithun, chops; Mithuner Chaap; Mithun ki Champ; Mithun ko Champ.",128.10707456978966,18.19,0.0,6.12,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00395,O047,"Mithun, round (leg)",other red meat,Animal Meat,,"Mithun, round (leg); Mithunor Theng/Ran; Mithuner Ran; Mithun ki Raan; Mithun ko Tighra.",115.91778202676863,19.61,0.0,4.1,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00396,O048,"Pork, shoulder",pork,Animal Meat,,"Pork, shoulder; Gahorir Kandh; Shukorer Kandh; Suar no Khabho; Suar ka Kandha; Handi Bhujada Mamsa; ?. Tyrpeng; Dukracho Khand; Panni Irachi Chumal; Ok Leikha?; Dukkarache Khande; Sungur ko Kaandh; Ghusuri Kandha Mansa; Suar da Modha; Panri Tholpattai Kari; Pandi Bhujamu Mamsam; Suar ka Kandha.",237.33269598470363,17.41,0.0,18.83,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00397,O049,"Pork, chops",pork,Animal Meat,,"Pork, chops; Shukorer Chaap; Suar ki Champ; Sungur ko Champ; Suar di Champ; Suar ki Champ.",178.77629063097513,19.41,0.0,11.3,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00398,O050,"Pork, ham",pork,Animal Meat,,"Pork, ham; Suar ki Raan; Suar ki Raan.",240.4397705544933,18.83,0.0,18.55,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00399,O051,"Pork, lungs",pork,Animal Meat,,"Pork, lungs; Gahorir Phopsa; Shukorer Phusphus; Suar na Fefsa; Suar ke Phephde; Handi Shwasakosha; ?. Tor?; Dukrachem Kalsanchem?; Panni Irachi Shwasakosham; Ok Thamoimon?; Dukkarache Phupphus; Sungur ko Phokso; Ghusuri Phusphus; Suar de Phephde; Panri Nuraiyeeral; Pandi Oopirithitthulu; Suar ke Phephde.",85.56405353728489,15.13,0.0,2.74,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00400,O052,"Pork, heart",pork,Animal Meat,,"Pork, heart; Gahorir Hirdaya; Shukorer Hritpinda; Suar nu Haiyu/Dil; Suar ka Dil; Handi Hrudaya; ?. Klongsnam?; Dukrachem Kalliz; Panni Irachi Hrudayam; Ok Thamoi; Dukkarache Kallij/Rudhaya; Sungur ko Mutu; Ghusuri Hritpinda; Suar da Dil; Panri Idhayam; Pandi Gunde; Suar ka Dil.",109.22562141491396,16.31,0.0,4.87,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00401,O053,"Pork, liver",pork,Animal Meat,,"Pork, liver; Gahorir Kolija; Shukorer Mete/Kolija; Suar nu Kaleju; Suar ki Kaleji; Handi Yakrit; ?. Dohjem; Dukrachem Kalliz; Panni Irachi Karal; Ok Thin; Dukkarache Kaleji; Sungur ko Kalejo; Ghusuri Kalija; Suar di Kaleji; Panri Eeral; Pandi Kaleyam; Suar ki Kaleji.",115.67877629063096,19.89,0.0,3.94,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00402,O054,"Pork, stomach",pork,Animal Meat,,"Pork, stomach; Gahorir Pet; Shukorer Pet; Suar nu Pet; Suar ka Pet; Handi Hotte; ?. Kpoh; Dukrachem Pot; Panni Irachi Vayaru; Ok Puk; Dukkarache Pot; Sungur ko Pet; Ghusuri Peta; Suar da Pidh; Panri Vayiru; Pandi Potta; Suar ka Pet.",131.45315487571702,15.36,0.0,7.81,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00403,O055,"Pork, spleen",pork,Animal Meat,,"Pork, spleen; Gahorir Pliha; Shukorer Pliha; Suar ni Barol; Suar ki Tilli; Handi Pliha; ?.; Dukrachem Pano?; Panni Irachi Pliha; Ok Pliha?; Dukkarachi Panthari; Sungur ko Phiyo; Ghusuri Pliha; Suar di Tilli; Panri Manneral; Pandi Plihamu; Suar ki Tilli.",85.32504780114722,15.13,0.0,2.71,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00404,O056,"Pork, kidneys",pork,Animal Meat,,"Pork, kidneys; Gahorir Kankalam; Shukorer Brikko; Suar na Gurda; Suar ke Gurde; Handi Mutrapinda; ?. Nier?; Dukrachem Mutpin; Panni Irachi Vrikka; ?.; Dukkarache Gurde/Mutrapind; Sungur ko Mirgaula; Ghusuri Brikko; Suar de Gurde; Panri Siruneeragam; Pandi Mutrapindalu; Suar ke Gurde.",90.5831739961759,14.35,0.0,3.65,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00405,O057,"Pork, tube (small intestine)",pork,Animal Meat,,"Pork, tube (small intestine); Shukorer Nari; Suar ki Aant; Panni Irachi Kudal; Dukkarachi Aantadi; Ghusuri Anta; Suar di Aant; Panri Kudal; Pandi Karulu; Suar ki Aant.",140.2963671128107,14.96,0.0,8.98,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00406,O058,"Hare, shoulder",other red meat,Animal Meat,,"Hare, shoulder; Khargosh ka Kandha; Khargosh da Modha; Muyal Tholpattai; Khargosh ka Kandha. (Hare/Rabbit often use same term 'Khargosh')",144.1204588910134,21.13,0.0,6.58,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00407,O059,"Hare, chops",other red meat,Animal Meat,,"Hare, chops; Khargosh ki Champ; Khargosh di Champ; Khargosh ki Champ.",106.35755258126194,20.62,0.0,2.55,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00408,O060,"Hare, leg",other red meat,Animal Meat,,"Hare, leg; Khargosh ki Tang; Khargosh di Latt; Muyal Kaal; Khargosh ki Tang.",120.21988527724665,20.52,0.0,4.16,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00409,O061,"Rabbit, shoulder",other red meat,Animal Meat,,"Rabbit, shoulder; Xoha Posur Kandh; Shoshoker Kandh; Sasla no Khabho; Khargosh ka Kandha; Molada Bhujada Mamsa; Muyal Chumal; Sasa che Khande; Kharayo ko Kaandh; Thekua Kandha Mansa; Khargosh da Modha; Muyal Tholpattai Kari; Kundelu Bhujamu Mamsam; Khargosh ka Kandha.",151.76864244741873,20.01,0.0,7.96,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00410,O062,"Rabbit, chops",other red meat,Animal Meat,,"Rabbit, chops; Shoshoker Chaap; Khargosh ki Champ; Khargosh di Champ; Khargosh ki Champ.",135.03824091778202,22.61,0.0,4.88,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00411,O063,"Rabbit, leg",other red meat,Animal Meat,,"Rabbit, leg; Xoha Posur Theng; Shoshoker Thyang; Sasla na Tang; Khargosh ki Tang; Molada Kaalu; Muyal Kaal; Sasa che Paay; Kharayo ko Khutta; Thekua Goda; Khargosh di Latt; Kundelu Kaallu; Khargosh ki Tang.",139.5793499043977,21.31,0.0,5.99,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00412,P001,Allathi,fish,Marine Fish,Elops machnata,"Allathi; Tenpounder, Ladyfish, Indo pacific Tarpon; Valli poomeen, Vallipoomeen; Shonas, Dandeli, Chirya; Naum; Poomeen, Ullahti, Manna, Mooran Kendai; Jinnagow, Jallagu; [Place of collection: Chennai]",97.03632887189292,21.77,0.0,0.98,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00413,P002,Aluva,fish,Marine Fish,Parastromateus niger,"Aluva; Black pomfret, Brown Pomfret, Pomfret; Halwa, Adadio; Thondrotte; Halwa; Karuvolli, Karauthakoli, Avoli, Vellavoli; Vellaivaval, Vavval, Karuvaval; Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]",103.7284894837476,21.63,0.0,1.8,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00414,P003,Anchovy,fish,Marine Fish,Stolephorus indicus,"Anchovy; Indian anchovy, Hardenberg`s anchovy; Conetholi; Dindus; Tamil Nethilli; Nattoo; [Place of collection: Chennai and Kochi]",87.7151051625239,19.88,0.0,0.78,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00415,P004,Ari fish,fish,Marine Fish,Aprion virescens,"Ari fish; Kurali; Kila meen, Komu kila; Green jobfish; [Place of collection: Kochi]",99.18738049713193,22.01,0.0,1.11,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00416,P005,Betki,fish,Marine Fish,Lates calcarifer,"Betki; Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; Bhekti; Bekti, Gariyu; Keliji, Koliji; Narimeen, Nuddee meen, Nair meen, Nari meen; Khajura, Jiteda, Khajuri, Fitadar; Durruah, Bekkut; Painnee meen, Koduva, Keduwa; Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]",67.87762906309752,15.28,0.0,0.29,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00417,P006,Black snapper,fish,Marine Fish,Macolor niger,Black snapper; Kari Kuruval; Karutha Kuruval; [Place of collection: Kolkata],90.10516252390056,19.5,0.0,1.24,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00418,P007,Bombay duck,fish,Marine Fish,Harpadon nehereus,"Bombay duck; Bummalo; Nehare, Lutia, Bamaloh; Bumla, Gulchi; Bunmalo, Bombil; Bombil; Vangaravasi; Cucah sawahri, Coco mottah; Lizardfish; [Place of collection: Mumbai and Kolkata]",68.59464627151051,13.53,0.0,1.03,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00419,P008,Bommuralu,fish,Marine Fish,Muraenesox cinerius,"Bommuralu; Kotuna, Pambu meen; Kotla pama, Tolli pama; Daggertooth pike conger, Dagger tooth pike conger; Eel; [Place of collection: Chennai, Goa and Vizag]",115.91778202676863,22.3,0.0,2.87,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00420,P009,Cat fish,fish,Marine Fish,Tachysurus thalassinus,"Cat fish; Valia Etta; Ven Etta; Thella Jella; Giant Catfish, Giant Sea Catfish; Marine catfish; [Place of collection: Chennai]; Kanduli mas, Singora mas; Tengra, Singi; Khago; Singee, Singhara; Thogari meenu; Muzhi, Etta; Shingata, Shingala; Singhai; Sanghra; Keluthi, Theli; Marpu, Jella; Singee; Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Catfish; [Place of collection: Kolkata]",108.98661567877627,22.18,0.0,2.13,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00421,P010,Chakla,fish,Marine Fish,Rachycentron canadum,"Chakla; Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; Modasa; Neimeen; Muddus, Sakala, Sakla, Madusa; Cuddul verarl, Kadal viral; Peddah mottah; Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]",97.03632887189292,20.21,0.0,1.68,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00422,P011,Chappal,fish,Marine Fish,Aluterus monoceros,"Chappal; Klathi, Thol Meen; Kommu Thoka; Clathi; Phutaki; Unicorn leatherjacket; Filefish; [Place of collection: Goa]",75.76481835564053,17.17,0.0,0.67,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00423,P012,Chelu,fish,Marine Fish,Elagatis bipinnulata,"Chelu; Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Poomeen, Chameen; Kulkul; Pelagic marine fish; [Place of collection: Vizag and Chennai]",87.47609942638623,20.02,0.0,0.7,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00424,P013,Chembali,fish,Marine Fish,Lutjanus quinquelineatus,"Chembali; Chemballi, Chembally; Vellakkara; Rangoo; Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch, Five line Snapper, Fivelined Snapper; Snapper; [Place of collection: Kochi]",97.03632887189292,20.06,0.0,1.77,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00425,P014,Eri meen,fish,Marine Fish,Pristipomoides filamentosus,"Eri meen; Eri meen, Velameen; Eri meen, Nedunkala; Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Snapper; [Place of collection: Kochi]",108.50860420650096,22.3,0.0,2.02,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00426,P015,Gobro,fish,Marine Fish,Epinephelus diacanthus,"Gobro; Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Guri; Gobri; Kalawa, Varayan Kalawa; Gobra, Hekaru; Kalava; Serranid fish; [Place of collection: Mumbai and Goa]",86.52007648183556,19.37,0.0,0.88,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00427,P016,Guitar fish,fish,Marine Fish,Rhinobatus prahli,"Guitar fish; Veenna Meen; Padangan; Sorra Padhangan; Lanjav; Papan; Guitarfish, Prahli Guitarfish; Ray; [Place of collection: Chennai]",95.60229445506693,22.56,0.0,0.44,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00428,P017,Hilsa,fish,Marine Fish,Tenualosa ilisha,"Hilsa; Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; Elish, Ilish; Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; Chaski, Palla, Chaksi, Chakshi; Palasa, Paliya, Polasa, Palia, Mullasu; Paluva, Valava, Paliyah; Palva, Chaksi, Pala, Palla; Ilisha, Ilish, Jodi; Karuva ullam, Sevva, Dolum, Ullam, Oolum; Palasah, Polasa, Palasa, Palia; Herring; [Place of collection: Kochi]",258.84321223709367,21.8,0.0,18.49,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00429,P018,Jallal,fish,Marine Fish,Arius sp.,Jallal; Jella; Kaeluthi; Etta; Kontia; Tengra; Arius; Catfish; [Place of collection: Vizag],100.38240917782026,21.55,0.0,1.46,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00430,P019,Jathi vela meen,fish,Marine Fish,Lethrinus lentjan,"Jathi vela meen; Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Pullivelameen, Kadu; Valamin; Karua; Emperor fish; [Place of collection: Mumbai and Mandapam]",108.26959847036328,22.45,0.0,1.92,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00431,P020,Kadal bral,fish,Marine Fish,Synodus indicus,"Kadal bral; Kadal Varal, Kechi; Palli Meen, Ooli meen; Bathisaapa; Arna Manji; Chor Bombil; Indian lizardfish; Lizardfish; [Place of collection: Kochi]",87.95411089866157,18.72,0.0,1.34,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00432,P021,Kadali,fish,Marine Fish,Nemipterus mesoprion,"Kadali; Kadali, Kendai; Murumeen, Kerachoondan; Kadali, Goli; Redfilament Threadfin bream; [Place of collection: Chennai]",126.67304015296368,22.07,0.0,4.2,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00433,P022,Kalamaara,fish,Marine Fish,Leptomelanosoma indicum,"Kalamaara; Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; Dara, Darha, Dadha; Vahmeenu, Ramas; Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Dara, Darha, Chelna; Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Coastal fish; [Place of collection: Goa and Vizag]",125.0,20.89,0.0,4.54,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00434,P023,Kalava,fish,Marine Fish,Epinephelus coioides,"Kalava; Kalava, Panni Kalava; Kalavan, Pulli Kalava; Bontha; Hekaru, Gobra; Gopra; Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]",89.38814531548756,19.38,0.0,1.2,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00435,P024,Kanamayya,fish,Marine Fish,Lutjanus rivulatus,"Kanamayya; Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Kathupiriyan; Cuttu pirium; Snapper; [Place of collection: Chennai and Vizag]",87.7151051625239,20.19,0.0,0.65,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
