food_id,alias,language,alias_type,source_id,source_record_id
GF-ING-00140,Kaccha aam.,Urdu,regional_name,SRC-IFCT2017,D057
GF-ING-00141,"Onion, stalk",English,source_name,SRC-IFCT2017,D058
GF-ING-00141,Piyaj paat,Assamese,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Piyaz kali,Bengali,regional_name,SRC-IFCT2017,D058
GF-ING-00141,"Spring onion, Onion greens",English,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Dunglina dakkadi (Onion dakkadi),Gujarati,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Pyaz,Hindi,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Erulli soppu,Kannada,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Pichiganda,Kashmiri,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Sla piat,Khasi,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Ulli thandu,Malayalam,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Tilhou mana,Manipuri,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Pati,Marathi,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Chhayapi ko Saag,Nepali,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Piaja sandha,Odia,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Hare pyaaz,Punjabi,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Vengaya thaal,Tamil,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Ulli kadalu,Telugu,regional_name,SRC-IFCT2017,D058
GF-ING-00141,Hari pyaaz.,Urdu,regional_name,SRC-IFCT2017,D058
GF-ING-00142,"Papaya, raw",English,source_name,SRC-IFCT2017,D059
GF-ING-00142,Kesa omita,Assamese,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Pempe (Kacha),Bengali,regional_name,SRC-IFCT2017,D059
GF-ING-00142,"Papaw, Pawpaw",English,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Papayi,Gujarati,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Katcha pepita,Hindi,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Parangi,Kannada,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Soh kymphor im,Khasi,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Papita,Kashmiri,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Dudde,Kon,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Omakaya,Malayalam,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Awathabi Ashangba,Manipuri,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Papaya,Marathi,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Amrutabhanda,Odia,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Katcha Pepita,Punjabi,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Pappalikkaai,Tamil,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Boppayi kaya,Telugu,regional_name,SRC-IFCT2017,D059
GF-ING-00142,Papaya.,Urdu,regional_name,SRC-IFCT2017,D059
GF-ING-00143,Parwar,English,source_name,SRC-IFCT2017,D060
GF-ING-00143,Potol,Assamese,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Potol,Bengali,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Pointed gourd,English,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Padval,Gujarati,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Parwal,Hindi,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Mara thonde,Kannada,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Patol rit,Khasi,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Kovakkai,Malayalam,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Parwar,Marathi,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Potala,Odia,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Parwal,Punjabi,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Kommu potla,Telugu,regional_name,SRC-IFCT2017,D060
GF-ING-00143,Parwal.,Urdu,regional_name,SRC-IFCT2017,D060
GF-ING-00144,"Peas, fresh",English,source_name,SRC-IFCT2017,D061
GF-ING-00144,Matar mah,Assamese,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Motor shuti,Bengali,regional_name,SRC-IFCT2017,D061
GF-ING-00144,", Mar. Vatana",Gujarati,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Kaza,Kashmiri,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Matara,Odia,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Matar,Hindi,regional_name,SRC-IFCT2017,D061
GF-ING-00144,", Tel. Batani",Kannada,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Matar,Kashmiri,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Mator,Khasi,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Hawai tharaak,Manipuri,regional_name,SRC-IFCT2017,D061
GF-ING-00144,Hare matar,Punjabi,regional_name,SRC-IFCT2017,D061
GF-ING-00144,", Tam. Paccha pattani.",Malayalam,regional_name,SRC-IFCT2017,D061
GF-ING-00145,"Plantain, flower",English,source_name,SRC-IFCT2017,D062
GF-ING-00145,Koldil,Assamese,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Mocha,Bengali,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Banana flower,English,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Kel phool,Gujarati,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Kele-ka phool,Hindi,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Bale motho,Kannada,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Pashor kait,Khasi,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Vazhapoo,Malayalam,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Lafu Tharo,Manipuri,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Kel phool,Marathi,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Kadali bhanda,Odia,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Kele-da-phool,Punjabi,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Vazhapoo,Tamil,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Arati puvvu,Telugu,regional_name,SRC-IFCT2017,D062
GF-ING-00145,Kela ka phool.,Urdu,regional_name,SRC-IFCT2017,D062
GF-ING-00146,"Plantain, green",English,source_name,SRC-IFCT2017,D063
GF-ING-00146,Kaskol/Purakol,Assamese,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kela (kanch),Bengali,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Cooking banana,English,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kela,Gujarati,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kele (hara),Hindi,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Bale kayi,Kannada,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kham kael,Kashmiri,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kait im,Khasi,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Vazhakkai,Malayalam,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Laphoi Ashangba,Manipuri,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kel (hara),Marathi,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Bungo,Nepali,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Bantala kadali,Odia,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kela (hara),Punjabi,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Rambhaa,Sanskrit,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Vazhakkaai,Tamil,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Arati kayi,Telugu,regional_name,SRC-IFCT2017,D063
GF-ING-00146,Kaccha kela.,Urdu,regional_name,SRC-IFCT2017,D063
GF-ING-00147,"Plantain, stem",English,source_name,SRC-IFCT2017,D064
GF-ING-00147,Posola,Assamese,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Thor,Bengali,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Banana stem,English,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Kelanu thed,Gujarati,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Kele-ka-tana,Hindi,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Bele Dindu,Kannada,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Nud kait,Khasi,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Unnipindi,Malayalam,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Lafu,Manipuri,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Kelicha khunt,Marathi,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Kadali manja,Odia,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Kele da tana,Punjabi,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Vazhai thandu,Tamil,regional_name,SRC-IFCT2017,D064
GF-ING-00147,Arati doota.,Telugu,regional_name,SRC-IFCT2017,D064
GF-ING-00148,"Pumpkin, green, cylindrical",English,source_name,SRC-IFCT2017,D065
GF-ING-00148,Rongalao,Assamese,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kumro,Bengali,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kohlu,Gujarati,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kaddu,Hindi,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kumbala kash,Kannada,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Paarimal,Kashmiri,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Pathaw,Khasi,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Mathan,Malayalam,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Mairen,Manipuri,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Lal bhopla,Marathi,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Farsi,Nepali,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kakharu,Odia,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kaddu,Punjabi,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kummaandah,Sanskrit,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Parangikkai,Tamil,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Gummadi kaya,Telugu,regional_name,SRC-IFCT2017,D065
GF-ING-00148,Kaddu.,Urdu,regional_name,SRC-IFCT2017,D065
GF-ING-00149,"Pumpkin, orange, round",English,source_name,SRC-IFCT2017,D066
GF-ING-00149,Rongalao,Assamese,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kumro,Bengali,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kohlu,Gujarati,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kaddu,Hindi,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kumbala kash,Kannada,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Paarimal,Kashmiri,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Pathaw saw,Khasi,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Mathan,Malayalam,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Mairen,Manipuri,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Lal bhopla,Marathi,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Farsi,Nepali,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kakharu,Odia,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kaddu,Punjabi,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kummaandah,Sanskrit,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Parangikkai,Tamil,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Gummadi,Telugu,regional_name,SRC-IFCT2017,D066
GF-ING-00149,Kaddu.,Urdu,regional_name,SRC-IFCT2017,D066
GF-ING-00150,"Red gram, tender, fresh",English,source_name,SRC-IFCT2017,D067
GF-ING-00150,Pigeon pea,English,regional_name,SRC-IFCT2017,D067
GF-ING-00150,Arhar ki fali,Hindi,regional_name,SRC-IFCT2017,D067
GF-ING-00150,Thuvarai,Tamil,regional_name,SRC-IFCT2017,D067
GF-ING-00150,Pacchi Kandulu,Telugu,regional_name,SRC-IFCT2017,D067
GF-ING-00150,Hara tuvar.,Urdu,regional_name,SRC-IFCT2017,D067
GF-ING-00151,Ridge gourd,English,source_name,SRC-IFCT2017,D068
GF-ING-00151,Jikaa,Assamese,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Jhinge,Bengali,regional_name,SRC-IFCT2017,D068
GF-ING-00151,"Luffa, Loofah",English,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Turia,Gujarati,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Torai,Hindi,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Heeraikai,Kannada,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Turrel,Kashmiri,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Jingka,Khasi,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Gurdudde,Kon,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Peechinga,Malayalam,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Sebot,Manipuri,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Dodka,Marathi,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Janhi,Odia,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Kali tori,Punjabi,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Peerkankai,Tamil,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Beera kaya,Telugu,regional_name,SRC-IFCT2017,D068
GF-ING-00151,Turai.,Urdu,regional_name,SRC-IFCT2017,D068
GF-ING-00152,"Ridge gourd, smooth skin",English,source_name,SRC-IFCT2017,D069
GF-ING-00152,Bhol,Assamese,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Jhinge,Bengali,regional_name,SRC-IFCT2017,D069
GF-ING-00152,"Luffa, Loofah",English,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Turia,Gujarati,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Torai,Hindi,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Heeraikai,Kannada,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Turrel,Kashmiri,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Jingka,Khasi,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Gurdudde,Kon,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Peechinga,Malayalam,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Sebot,Manipuri,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Dodka,Marathi,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Janchi,Odia,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Kali tori,Punjabi,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Peerkankai,Tamil,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Beera kaya,Telugu,regional_name,SRC-IFCT2017,D069
GF-ING-00152,Turai.,Urdu,regional_name,SRC-IFCT2017,D069
GF-ING-00153,"Snake gourd, long, pale green",English,source_name,SRC-IFCT2017,D070
GF-ING-00153,Dhunduli,Assamese,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Chichinga,Bengali,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Pandola,Gujarati,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Chachinda,Hindi,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Podavala,Kannada,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Jingka,Khasi,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Padavalanga,Malayalam,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Padwal,Marathi,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Chichindo,Nepali,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Chachinda,Odia,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Galartori,Punjabi,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Cicinndda,Sanskrit,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Pudalangai,Tamil,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Potla kaya,Telugu,regional_name,SRC-IFCT2017,D070
GF-ING-00153,Chichinda.,Urdu,regional_name,SRC-IFCT2017,D070
GF-ING-00154,"Snake gourd, long, dark green",English,source_name,SRC-IFCT2017,D071
GF-ING-00154,Dhunduli,Assamese,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Chichinga,Bengali,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Pandola,Gujarati,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Chachinda,Hindi,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Podavala,Kannada,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Jingka,Khasi,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Padavalanga,Malayalam,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Padwal,Marathi,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Chichindo,Nepali,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Chachinda,Odia,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Galartori,Punjabi,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Cicinndda,Sanskrit,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Pudalangai,Tamil,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Potla kaya,Telugu,regional_name,SRC-IFCT2017,D071
GF-ING-00154,Chichinda.,Urdu,regional_name,SRC-IFCT2017,D071
GF-ING-00155,"Snake gourd, short",English,source_name,SRC-IFCT2017,D072
GF-ING-00155,Dhunduli,Assamese,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Chichinga,Bengali,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Pandola,Gujarati,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Chachinda,Hindi,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Podavala,Kannada,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Jingka,Khasi,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Padavalanga,Malayalam,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Padwal,Marathi,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Chichindo,Nepali,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Chachinda,Odia,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Galartori,Punjabi,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Cicinndda,Sanskrit,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Pudalangai,Tamil,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Potla kaya,Telugu,regional_name,SRC-IFCT2017,D072
GF-ING-00155,Chichinda.,Urdu,regional_name,SRC-IFCT2017,D072
GF-ING-00156,"Tinda, tender",English,source_name,SRC-IFCT2017,D073
GF-ING-00156,"Indian squash, Round melon, Indian round gourd, Apple gourd, Indian baby pumpkin",English,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Tadabuch,Gujarati,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Tinda,Hindi,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Thondekkai,Kannada,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Tinda,Kashmiri,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Dhemase,Marathi,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Tinda,Nepali,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Tinda,Punjabi,regional_name,SRC-IFCT2017,D073
GF-ING-00156,Tinde.,Urdu,regional_name,SRC-IFCT2017,D073
GF-ING-00157,"Tomato, green",English,source_name,SRC-IFCT2017,D074
GF-ING-00157,Kesa bilahi,Assamese,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Kacha Tomato,Bengali,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Tamator,Hindi,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Goore Hannu,Kannada,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Rowagun,Kashmiri,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Soh saw jyrngam,Khasi,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Takkali,Malayalam,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Khamen Ashinba,Manipuri,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Hara velvangi,Marathi,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Bilati Baigan,Odia,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Kaccha tamator,Punjabi,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Thakkali kai,Tamil,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Ramamulagakaya,Telugu,regional_name,SRC-IFCT2017,D074
GF-ING-00157,Kaccha tamatar.,Urdu,regional_name,SRC-IFCT2017,D074
GF-ING-00158,"Tomato, ripe, hybrid",English,source_name,SRC-IFCT2017,D075
GF-ING-00158,Poka bilahi,Assamese,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Tomato,Bengali,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Tameta,Gujarati,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Tamator,Hindi,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Goore Hannu,Kannada,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Rowangun,Kashmiri,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Soh saw dkhar,Khasi,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Takkali pazham,Malayalam,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Khamen ashinba,Manipuri,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Velvangi,Marathi,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Bilati baigan,Odia,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Pakke tamator,Punjabi,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Rakta phalam,Sanskrit,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Gholobheda,Nepali,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Takkali pazham,Tamil,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Ramamulagakaya,Telugu,regional_name,SRC-IFCT2017,D075
GF-ING-00158,Pakka tamatar.,Urdu,regional_name,SRC-IFCT2017,D075
GF-ING-00159,"Tomato, ripe, local",English,source_name,SRC-IFCT2017,D076
GF-ING-00159,Poka bilahi,Assamese,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Tomato,Bengali,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Tameta,Gujarati,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Tamator,Hindi,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Goore Hannu,Kannada,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Rowangun,Kashmiri,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Takkali pazham,Malayalam,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Khamen ashinba,Manipuri,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Velvangi,Marathi,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Gholobheda,Nepali,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Bilati Baigan,Odia,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Pakke tamator,Punjabi,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Rakta phalam,Sanskrit,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Soh saw khasii,Khasi,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Takkali pazham,Tamil,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Ramamulagakaya,Telugu,regional_name,SRC-IFCT2017,D076
GF-ING-00159,Pakka tamatar.,Urdu,regional_name,SRC-IFCT2017,D076
GF-ING-00160,"Zucchini, green",English,source_name,SRC-IFCT2017,D077
GF-ING-00160,Dhudul,Bengali,regional_name,SRC-IFCT2017,D077
GF-ING-00160,"Courgette, Summer squash",English,regional_name,SRC-IFCT2017,D077
GF-ING-00160,Sabed kaddu,Hindi,regional_name,SRC-IFCT2017,D077
GF-ING-00160,Dilpasand,Kannada,regional_name,SRC-IFCT2017,D077
GF-ING-00160,Kaashiral,Kashmiri,regional_name,SRC-IFCT2017,D077
GF-ING-00160,Kashi bhopla,Marathi,regional_name,SRC-IFCT2017,D077
GF-ING-00160,Golu phubi kakuri,Odia,regional_name,SRC-IFCT2017,D077
GF-ING-00160,Seemai suraikayi.,Tamil,regional_name,SRC-IFCT2017,D077
GF-ING-00161,"Zucchini, yellow",English,source_name,SRC-IFCT2017,D078
GF-ING-00161,Dhudul,Bengali,regional_name,SRC-IFCT2017,D078
GF-ING-00161,"Courgette, Summer squash",English,regional_name,SRC-IFCT2017,D078
GF-ING-00161,Sabed kaddu,Hindi,regional_name,SRC-IFCT2017,D078
GF-ING-00161,Dilpasand,Kannada,regional_name,SRC-IFCT2017,D078
GF-ING-00161,Kaashiral,Kashmiri,regional_name,SRC-IFCT2017,D078
GF-ING-00161,Kashi bhopla,Marathi,regional_name,SRC-IFCT2017,D078
GF-ING-00161,Golu phubi kakuri,Odia,regional_name,SRC-IFCT2017,D078
GF-ING-00161,Seemai suraikayi.,Tamil,regional_name,SRC-IFCT2017,D078
GF-ING-00162,"Apple, big",English,source_name,SRC-IFCT2017,E001
GF-ING-00162,Apel,Assamese,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Sev,Bengali,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Safarjan,Gujarati,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Sev,Hindi,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Sebu,Kannada,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Tsoonth,Kashmiri,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Soh apple saw,Khasi,regional_name,SRC-IFCT2017,E001
GF-ING-00162,", Tam. Apple pazham",Malayalam,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Sem,Manipuri,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Safar chand,Marathi,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Shau,Nepali,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Sev,Odia,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Seb,Punjabi,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Seva,Sanskrit,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Sepu/Sema regu,Telugu,regional_name,SRC-IFCT2017,E001
GF-ING-00162,Saib.,Urdu,regional_name,SRC-IFCT2017,E001
GF-ING-00163,"Apple, green",English,source_name,SRC-IFCT2017,E002
GF-ING-00163,Apel,Assamese,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Sev,Bengali,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Lila safarjan,Gujarati,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Sev,Hindi,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Sebu,Kannada,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Tsoonth,Kashmiri,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Soh apple Jyrngam,Khasi,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Apple pazham,Malayalam,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Sem,Manipuri,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Safar chand,Marathi,regional_name,SRC-IFCT2017,E002
GF-ING-00163,Shau,Nepali,regional_name,SRC-IFCT2017,E002
