indb_food_id,indb_food_name,indb_primary_source,indb_source_record_id,normalized_source_id,normalized_source_record_id,food_id,mapping_status
SRC_FOOD_G542,1247,usda,SRC_FOOD_G542,SRC-USDA-FCT,G542,GF-ING-00693,mapped
SRC_FOOD_X507,1248,ukfct,SRC_FOOD_X507,SRC-UKFCT,X507,GF-ING-00682,mapped
SRC_FOOD_F001,1249,ifct_nin,SRC_FOOD_F001,SRC-IFCT2017,F001,GF-ING-00230,mapped
SRC_FOOD_D034,1250,ifct_nin,SRC_FOOD_D034,SRC-IFCT2017,D034,GF-ING-00117,mapped
SRC_FOOD_D058,1251,ifct_nin,SRC_FOOD_D058,SRC-IFCT2017,D058,GF-ING-00141,mapped
SRC_FOOD_G534,1252,ukfct,SRC_FOOD_G534,SRC-UKFCT,G534,GF-ING-00683,mapped
SRC_FOOD_O504,1253,ukfct,SRC_FOOD_O504,SRC-UKFCT,O504,GF-ING-00653,mapped
SRC_FOOD_D042,1254,ifct_nin,SRC_FOOD_D042,SRC-IFCT2017,D042,GF-ING-00125,mapped
SRC_FOOD_G531,1255,ukfct,SRC_FOOD_G531,SRC-UKFCT,G531,GF-ING-00670,mapped
SRC_FOOD_G027,1256,ifct_nin,SRC_FOOD_G027,SRC-IFCT2017,G027,GF-ING-00275,mapped
SRC_FOOD_X506,1257,ukfct,SRC_FOOD_X506,SRC-UKFCT,X506,GF-ING-00681,mapped
SRC_FOOD_Q007,1258,ifct_nin,SRC_FOOD_Q007,SRC-IFCT2017,Q007,GF-ING-00510,mapped
SRC_FOOD_C031,1259,ifct_nin,SRC_FOOD_C031,SRC-IFCT2017,C031,GF-ING-00080,mapped
SRC_FOOD_D006,1260,ifct_nin,SRC_FOOD_D006,SRC-IFCT2017,D006,GF-ING-00089,mapped
SRC_FOOD_D502,1261,ukfct,SRC_FOOD_D502,SRC-UKFCT,D502,GF-ING-00675,mapped
SRC_FOOD_F013,1262,ifct_nin,SRC_FOOD_F013,SRC-IFCT2017,F013,GF-ING-00242,mapped
SRC_FOOD_F500,1263,ifct_nin,SRC_FOOD_F500,SRC-IFCT2017,F500,,unresolved_source_record
SRC_FOOD_X510,1264,ukfct,SRC_FOOD_X510,SRC-UKFCT,X510,GF-ING-00590,mapped
SRC_FOOD_X508,1265,ukfct,SRC_FOOD_X508,SRC-UKFCT,X508,GF-ING-00589,mapped
SRC_FOOD_B505,1266,ukfct,SRC_FOOD_B505,SRC-UKFCT,B505,GF-ING-00638,mapped
SRC_FOOD_E023,1267,ifct_nin,SRC_FOOD_E023,SRC-IFCT2017,E023,GF-ING-00184,mapped
SRC_FOOD_E509,1268,ukfct,SRC_FOOD_E509,SRC-UKFCT,E509,GF-ING-00639,mapped
SRC_FOOD_L515,1269,usda,SRC_FOOD_L515,SRC-USDA-FCT,L515,GF-ING-00700,mapped
SRC_FOOD_U500,1270,ukfct,SRC_FOOD_U500,SRC-UKFCT,U500,GF-ING-00553,mapped
SRC_FOOD_E513,1271,usda,SRC_FOOD_E513,SRC-USDA-FCT,E513,GF-ING-00722,mapped
SRC_FOOD_E051,1272,ifct_nin,SRC_FOOD_E051,SRC-IFCT2017,E051,GF-ING-00212,mapped
SRC_FOOD_E005,1273,ifct_nin,SRC_FOOD_E005,SRC-IFCT2017,E005,GF-ING-00166,mapped
SRC_FOOD_L509,1274,ukfct,SRC_FOOD_L509,SRC-UKFCT,L509,GF-ING-00621,mapped
SRC_FOOD_L517,1275,usda,SRC_FOOD_L517,SRC-USDA-FCT,L517,GF-ING-00736,mapped
SRC_FOOD_E515,1276,usda,SRC_FOOD_E515,SRC-USDA-FCT,E515,GF-ING-00705,mapped
SRC_FOOD_B504,1277,ukfct,SRC_FOOD_B504,SRC-UKFCT,B504,GF-ING-00637,mapped
SRC_FOOD_U501,1278,ukfct,SRC_FOOD_U501,SRC-UKFCT,U501,GF-ING-00555,mapped
SRC_FOOD_U506,1279,usda,SRC_FOOD_U506,SRC-USDA-FCT,U506,GF-ING-00707,mapped
SRC_FOOD_X518,1280,usda,SRC_FOOD_X518,SRC-USDA-FCT,X518,GF-ING-00701,mapped
SRC_FOOD_E504,1281,ukfct,SRC_FOOD_E504,SRC-UKFCT,E504,GF-ING-00570,mapped
SRC_FOOD_L508,1282,ukfct,SRC_FOOD_L508,SRC-UKFCT,L508,GF-ING-00620,mapped
SRC_FOOD_E006,1283,ifct_nin,SRC_FOOD_E006,SRC-IFCT2017,E006,GF-ING-00167,mapped
SRC_FOOD_B503,1284,ukfct,SRC_FOOD_B503,SRC-UKFCT,B503,GF-ING-00598,mapped
SRC_FOOD_C004,1285,ifct_nin,SRC_FOOD_C004,SRC-IFCT2017,C004,GF-ING-00053,mapped
SRC_FOOD_D501,1286,ifct_nin,SRC_FOOD_D501,SRC-IFCT2017,D501,,unresolved_source_record
SRC_FOOD_E067,1287,ifct_nin,SRC_FOOD_E067,SRC-IFCT2017,E067,GF-ING-00228,mapped
SRC_FOOD_H500,1288,ukfct,SRC_FOOD_H500,SRC-UKFCT,H500,GF-ING-00619,mapped
SRC_FOOD_H506,1289,usda,SRC_FOOD_H506,SRC-USDA-FCT,H506,GF-ING-00697,mapped
SRC_FOOD_E019,1290,ifct_nin,SRC_FOOD_E019,SRC-IFCT2017,E019,GF-ING-00180,mapped
SRC_FOOD_A509,1291,usda,SRC_FOOD_A509,SRC-USDA-FCT,A509,GF-ING-00690,mapped
SRC_FOOD_E502,1292,ukfct,SRC_FOOD_E502,SRC-UKFCT,E502,GF-ING-00614,mapped
SRC_FOOD_A001,1293,ifct_nin,SRC_FOOD_A001,SRC-IFCT2017,A001,GF-ING-00001,mapped
SRC_FOOD_A502,1294,ukfct,SRC_FOOD_A502,SRC-UKFCT,A502,GF-ING-00580,mapped
SRC_FOOD_V500,1295,ukfct,SRC_FOOD_V500,SRC-UKFCT,V500,GF-ING-00543,mapped
SRC_FOOD_C502,1296,ukfct,SRC_FOOD_C502,SRC-UKFCT,C502,GF-ING-00680,mapped
SRC_FOOD_T504,1297,usda,SRC_FOOD_T504,SRC-USDA-FCT,T504,GF-ING-00711,mapped
SRC_FOOD_A010,1298,ifct_nin,SRC_FOOD_A010,SRC-IFCT2017,A010,GF-ING-00010,mapped
SRC_FOOD_T500,1299,ukfct,SRC_FOOD_T500,SRC-UKFCT,T500,GF-ING-00561,mapped
SRC_FOOD_L521,1300,usda,SRC_FOOD_L521,SRC-USDA-FCT,L521,GF-ING-00712,mapped
SRC_FOOD_L511,1301,ukfct,SRC_FOOD_L511,SRC-UKFCT,L511,GF-ING-00568,mapped
SRC_FOOD_H507,1302,usda,SRC_FOOD_H507,SRC-USDA-FCT,H507,GF-ING-00687,mapped
SRC_FOOD_H020,1303,ifct_nin,SRC_FOOD_H020,SRC-IFCT2017,H020,GF-ING-00301,mapped
SRC_FOOD_A513,1304,usda,SRC_FOOD_A513,SRC-USDA-FCT,A513,GF-ING-00686,mapped
SRC_FOOD_H502,1305,ukfct,SRC_FOOD_H502,SRC-UKFCT,H502,GF-ING-00610,mapped
SRC_FOOD_L516,1306,usda,SRC_FOOD_L516,SRC-USDA-FCT,L516,GF-ING-00713,mapped
SRC_FOOD_E501,1307,ukfct,SRC_FOOD_E501,SRC-UKFCT,E501,GF-ING-00581,mapped
SRC_FOOD_D507,1308,usda,SRC_FOOD_D507,SRC-USDA-FCT,D507,GF-ING-00721,mapped
SRC_FOOD_E050,1309,ifct_nin,SRC_FOOD_E050,SRC-IFCT2017,E050,GF-ING-00211,mapped
SRC_FOOD_E500,1310,ukfct,SRC_FOOD_E500,SRC-UKFCT,E500,GF-ING-00554,mapped
SRC_FOOD_E062,1311,ifct_nin,SRC_FOOD_E062,SRC-IFCT2017,E062,GF-ING-00223,mapped
SRC_FOOD_D091,1312,ifct_nin,SRC_FOOD_D091,SRC-IFCT2017,D091,,unresolved_source_record
SRC_FOOD_G543,1313,usda,SRC_FOOD_G543,SRC-USDA-FCT,G543,GF-ING-00723,mapped
SRC_FOOD_G539,1314,usda,SRC_FOOD_G539,SRC-USDA-FCT,G539,GF-ING-00688,mapped
SRC_FOOD_T509,1315,ukfct,SRC_FOOD_T509,SRC-UKFCT,T509,GF-ING-00629,mapped
SRC_FOOD_D002,1316,ifct_nin,SRC_FOOD_D002,SRC-IFCT2017,D002,GF-ING-00085,mapped
SRC_FOOD_D074,1317,ifct_nin,SRC_FOOD_D074,SRC-IFCT2017,D074,GF-ING-00157,mapped
SRC_FOOD_G513,1318,ukfct,SRC_FOOD_G513,SRC-UKFCT,G513,GF-ING-00654,mapped
SRC_FOOD_G545,1319,ukfct,SRC_FOOD_G545,SRC-UKFCT,G545,GF-ING-00634,mapped
SRC_FOOD_G525,1320,ukfct,SRC_FOOD_G525,SRC-UKFCT,G525,GF-ING-00647,mapped
SRC_FOOD_G524,1321,ukfct,SRC_FOOD_G524,SRC-UKFCT,G524,GF-ING-00604,mapped
SRC_FOOD_G555,1322,usda,SRC_FOOD_G555,SRC-USDA-FCT,G555,GF-ING-00729,mapped
SRC_FOOD_D500,1323,ukfct,SRC_FOOD_D500,SRC-UKFCT,D500,GF-ING-00585,mapped
SRC_FOOD_L513,1324,usda,SRC_FOOD_L513,SRC-USDA-FCT,L513,GF-ING-00696,mapped
SRC_FOOD_L500,1325,ukfct,SRC_FOOD_L500,SRC-UKFCT,L500,GF-ING-00563,mapped
SRC_FOOD_X517,1326,usda,SRC_FOOD_X517,SRC-USDA-FCT,X517,GF-ING-00691,mapped
SRC_FOOD_H017,1327,ifct_nin,SRC_FOOD_H017,SRC-IFCT2017,H017,GF-ING-00298,mapped
SRC_FOOD_D505,1328,ukfct,SRC_FOOD_D505,SRC-UKFCT,D505,GF-ING-00607,mapped
SRC_FOOD_D506,1329,ukfct,SRC_FOOD_D506,SRC-UKFCT,D506,GF-ING-00641,mapped
SRC_FOOD_L514,1330,usda,SRC_FOOD_L514,SRC-USDA-FCT,L514,GF-ING-00727,mapped
SRC_FOOD_X515,1331,usda,SRC_FOOD_X515,SRC-USDA-FCT,X515,GF-ING-00702,mapped
SRC_FOOD_L506,1332,ukfct,SRC_FOOD_L506,SRC-UKFCT,L506,GF-ING-00565,mapped
SRC_FOOD_G549,1333,usda,SRC_FOOD_G549,SRC-USDA-FCT,G549,GF-ING-00720,mapped
SRC_FOOD_G537,1334,usda,SRC_FOOD_G537,SRC-USDA-FCT,G537,GF-ING-00730,mapped
SRC_FOOD_A005,1335,ifct_nin,SRC_FOOD_A005,SRC-IFCT2017,A005,GF-ING-00005,mapped
SRC_FOOD_A514,1336,ukfct,SRC_FOOD_A514,SRC-UKFCT,A514,GF-ING-00560,mapped
SRC_FOOD_A009,1337,ifct_nin,SRC_FOOD_A009,SRC-IFCT2017,A009,GF-ING-00009,mapped
SRC_FOOD_U507,1338,usda,SRC_FOOD_U507,SRC-USDA-FCT,U507,GF-ING-00737,mapped
SRC_FOOD_G509,1339,ukfct,SRC_FOOD_G509,SRC-UKFCT,G509,GF-ING-00541,mapped
SRC_FOOD_L518,1340,usda,SRC_FOOD_L518,SRC-USDA-FCT,L518,GF-ING-00695,mapped
SRC_FOOD_D508,1341,ukfct,SRC_FOOD_D508,SRC-UKFCT,D508,GF-ING-00549,mapped
SRC_FOOD_G521,1342,ukfct,SRC_FOOD_G521,SRC-UKFCT,G521,GF-ING-00625,mapped
SRC_FOOD_E034,1343,ifct_nin,SRC_FOOD_E034,SRC-IFCT2017,E034,GF-ING-00195,mapped
SRC_FOOD_G551,1344,usda,SRC_FOOD_G551,SRC-USDA-FCT,G551,GF-ING-00709,mapped
SRC_FOOD_B012,1345,ifct_nin,SRC_FOOD_B012,SRC-IFCT2017,B012,GF-ING-00036,mapped
SRC_FOOD_B507,1346,usda,SRC_FOOD_B507,SRC-USDA-FCT,B507,GF-ING-00689,mapped
