food_id,source_record_id,food_name,preparation,yield_factor,source_id
GF-ING-00279,G031,"Pepper, black",,1.0,SRC-IFCT2017
GF-ING-00280,G032,Poppy seeds,Washing (optional),0.9283333333,SRC-IFCT2017
GF-ING-00281,G033,Turmeric powder,,1.0,SRC-IFCT2017
GF-ING-00282,H001,Almond,Shelling (optional: blanching),0.985,SRC-IFCT2017
GF-ING-00283,H002,"Arecanut, dried, brown",Shelling,0.5166666667,SRC-IFCT2017
GF-ING-00284,H003,"Arecanut, dried, red color",Shelling,0.5166666667,SRC-IFCT2017
GF-ING-00285,H004,"Arecanut, fresh",Shelling,0.5166666667,SRC-IFCT2017
GF-ING-00286,H005,Cashew nut,Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00287,H006,"Coconut, kernel, dry",Shell removal,0.4833333333,SRC-IFCT2017
GF-ING-00288,H007,"Coconut, kernel, fresh",Shell removal,0.45,SRC-IFCT2017
GF-ING-00289,H008,"Garden cress, seeds",Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00290,H009,"Gingelly seeds, black",Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00291,H010,"Gingelly seeds, brown",Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00292,H011,"Gingelly seeds, white",Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00293,H012,Ground nut,Shelling (optional: skin removal),0.675,SRC-IFCT2017
GF-ING-00294,H013,Mustard seeds,Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00295,H014,Linseeds,Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00296,H015,"Niger seeds, black",Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00297,H016,"Niger seeds, grey",Washing (optional),0.9925,SRC-IFCT2017
GF-ING-00298,H017,Pine seeds,Shelling,0.45,SRC-IFCT2017
GF-ING-00299,H018,Pistachio nuts,Washing (optional),0.5,SRC-IFCT2017
GF-ING-00300,H019,Safflower seeds,Washing (optional),0.5,SRC-IFCT2017
GF-ING-00301,H020,Sunflower seeds,Shelling,0.5,SRC-IFCT2017
GF-ING-00302,H021,Walnut,Shelling,0.5,SRC-IFCT2017
GF-ING-00303,I001,"Jaggery, cane",Processing,0.975,SRC-IFCT2017
GF-ING-00304,I002,"Sugarcane, juice",Processing,0.975,SRC-IFCT2017
GF-ING-00305,J001,"Button mushroom, fresh",Trimming/Washing,0.875,SRC-IFCT2017
GF-ING-00306,J002,"Chicken mushroom, fresh",Trimming/Washing,0.875,SRC-IFCT2017
GF-ING-00307,J003,"Shiitake mushroom, fresh",Trimming/Washing,0.875,SRC-IFCT2017
GF-ING-00308,J004,"Oyster mushroom, dried",Trimming/Washing,0.925,SRC-IFCT2017
GF-ING-00309,K001,Toddy,,1.0,SRC-IFCT2017
GF-ING-00310,K002,Coconut water,,1.0,SRC-IFCT2017
GF-ING-00311,L001,"Milk, whole, Buffalo",,1.0,SRC-IFCT2017
GF-ING-00312,L002,"Milk, whole, Cow",,1.0,SRC-IFCT2017
GF-ING-00313,L003,Paneer,,1.0,SRC-IFCT2017
GF-ING-00314,L004,Khoa,,1.0,SRC-IFCT2017
GF-ING-00315,M001,"Egg, poultry, whole, raw",Shell removal,1.0,SRC-IFCT2017
GF-ING-00316,M002,"Egg, poultry, white, raw",Shell removal,1.0,SRC-IFCT2017
GF-ING-00317,M003,"Egg, poultry, yolk, raw",Shell removal,1.0,SRC-IFCT2017
GF-ING-00318,M004,"Egg, poultry, whole, boiled",Shell removal,1.0,SRC-IFCT2017
GF-ING-00319,M005,"Egg, poultry, white, boiled",Shell removal,1.0,SRC-IFCT2017
GF-ING-00320,M006,"Egg, poultry, yolk, boiled",Shell removal,1.0,SRC-IFCT2017
GF-ING-00321,M007,"Egg, poultry, omlet",Shell removal,1.0,SRC-IFCT2017
GF-ING-00322,M008,"Egg, country hen, whole, raw",Shell removal,1.0,SRC-IFCT2017
GF-ING-00323,M009,"Egg, country hen, whole, boiled",Shell removal,1.0,SRC-IFCT2017
GF-ING-00324,M010,"Egg, country hen, omlet",Shell removal,1.0,SRC-IFCT2017
GF-ING-00325,M011,"Egg, duck, whole, boiled",Shell removal,1.0,SRC-IFCT2017
GF-ING-00326,M012,"Egg, duck, whole, raw",Shell removal,1.0,SRC-IFCT2017
GF-ING-00327,M013,"Egg, duck, whole, omlet",Shell removal,1.0,SRC-IFCT2017
GF-ING-00328,M014,"Egg, quial, whole, raw",Shell removal,1.0,SRC-IFCT2017
GF-ING-00329,M015,"Egg, quial, whole, boiled",Shell removal,1.0,SRC-IFCT2017
GF-ING-00330,N001,"Chicken, poultry, leg, skinless",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00331,N002,"Chicken, poultry, thigh, skinless",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00332,N003,"Chicken, poultry, breast, skinless",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00333,N004,"Chicken, poultry, wing, skinless",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00334,N005,"Poultry, chicken, liver",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00335,N006,"Poultry, chicken, gizzard",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00336,N007,"Country hen, leg, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00337,N008,"Country hen, thigh, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00338,N009,"Country hen, breast, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00339,N010,"Country hen, wing, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00340,N011,"Duck, meat, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00341,N012,"Emu, meat, skinless",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00342,N013,"Guinea fowl, meat, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00343,N014,"Pigeon, meat, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00344,N015,"Quail, meat, skinless",Trimming/Cutting,0.845,SRC-IFCT2017
GF-ING-00345,N016,"Turkey, leg, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00346,N017,"Turkey, thigh, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00347,N018,"Turkey, breast, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00348,N019,"Turkey, wing, with skin",Trimming/Cutting,0.745,SRC-IFCT2017
GF-ING-00349,O001,"Goat, shoulder, meat",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00350,O002,"Goat, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00351,O003,"Goat, legs",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00352,O004,"Goat, brain",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00353,O005,"Goat, tongue",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00354,O006,"Goat, lungs",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00355,O007,"Goat, heart",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00356,O008,"Goat, liver",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00357,O009,"Goat, tripe",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00358,O010,"Goat, spleen",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00359,O011,"Goat, kidneys",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00360,O012,"Goat, tube (small intestine)",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00361,O013,"Goat, testis",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00362,O014,"Sheep, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00363,O015,"Sheep, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00364,O016,"Sheep, leg",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00365,O017,"Sheep, brain",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00366,O018,"Sheep, tongue",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00367,O019,"Sheep, lungs",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00368,O020,"Sheep, heart",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00369,O021,"Sheep, liver",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00370,O022,"Sheep, tripe",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00371,O023,"Sheep, spleen",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00372,O024,"Sheep, kidneys",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00373,O025,"Beef, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00374,O026,"Beef, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00375,O027,"Beef, round (leg)",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00376,O028,"Beef, brain",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00377,O029,"Beef, tongue",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00378,O030,"Beef, lungs",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00379,O031,"Beef, heart",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00380,O032,"Beef, liver",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00381,O033,"Beef, tripe",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00382,O034,"Beef, spleen",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00383,O035,"Beef, kidneys",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00384,O036,"Calf, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00385,O037,"Calf, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00386,O038,"Calf, round (leg)",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00387,O039,"Calf, brain",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00388,O040,"Calf, tongue",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00389,O041,"Calf, heart",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00390,O042,"Calf, liver",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00391,O043,"Calf, spleen",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00392,O044,"Calf, kidneys",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00393,O045,"Mithun, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00394,O046,"Mithun, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00395,O047,"Mithun, round (leg)",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00396,O048,"Pork, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00397,O049,"Pork, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00398,O050,"Pork, ham",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00399,O051,"Pork, lungs",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00400,O052,"Pork, heart",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00401,O053,"Pork, liver",Trimming/Cutting,0.82,SRC-IFCT2017
GF-ING-00402,O054,"Pork, stomach",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00403,O055,"Pork, spleen",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00404,O056,"Pork, kidneys",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00405,O057,"Pork, tube (small intestine)",Trimming/Cutting,0.77,SRC-IFCT2017
GF-ING-00406,O058,"Hare, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00407,O059,"Hare, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00408,O060,"Hare, leg",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00409,O061,"Rabbit, shoulder",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00410,O062,"Rabbit, chops",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00411,O063,"Rabbit, leg",Trimming/Cutting,0.67,SRC-IFCT2017
GF-ING-00412,P001,Allathi,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00413,P002,Aluva,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00414,P003,Anchovy,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00415,P004,Ari fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00416,P005,Betki,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00417,P006,Black snapper,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00418,P007,Bombay duck,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00419,P008,Bommuralu,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00420,P009,Cat fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00421,P010,Chakla,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00422,P011,Chappal,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00423,P012,Chelu,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00424,P013,Chembali,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00425,P014,Eri meen,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00426,P015,Gobro,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00427,P016,Guitar fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00428,P017,Hilsa,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00429,P018,Jallal,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00430,P019,Jathi vela meen,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00431,P020,Kadal bral,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00432,P021,Kadali,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00433,P022,Kalamaara,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00434,P023,Kalava,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00435,P024,Kanamayya,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00436,P025,Kannadi paarai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00437,P026,Karimeen,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00438,P027,Karnagawala,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00439,P028,Kayrai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00440,P029,Kiriyan,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00441,P030,Kite fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00442,P031,Korka,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00443,P032,Kulam paarai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00444,P033,Maagaa,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00445,P034,Mackerel,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00446,P035,Manda clathi,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00447,P036,Matha,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00448,P037,Milk fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00449,P038,Moon fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00450,P039,Mullet,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00451,P040,Mural,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00452,P041,Myil meen,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00453,P042,Nalla bontha,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00454,P043,Narba,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00455,P044,Paarai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00456,P045,Padayappa,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00457,P046,Pali kora,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00458,P047,Pambada,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00459,P048,Pandukopa,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00460,P049,Parava,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00461,P050,Parcus,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00462,P051,Parrot fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00463,P052,Perinkilichai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00464,P053,Phopat,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00465,P054,Piranha,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00466,P055,"Pomfret, black",Gutting/Scaling/Trimming,0.6,SRC-IFCT2017
GF-ING-00467,P056,"Pomfret, snub nose",Gutting/Scaling/Trimming,0.6,SRC-IFCT2017
GF-ING-00468,P057,"Pomfret, white",Gutting/Scaling/Trimming,0.6,SRC-IFCT2017
GF-ING-00469,P058,Pranel,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00470,P059,Pulli paarai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00471,P060,Queen fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00472,P061,Raai fish,Gutting/Scaling/Trimming,0.55,SRC-IFCT2017
GF-ING-00473,P062,Raai vanthu,Gutting/Scaling/Trimming,0.55,SRC-IFCT2017
GF-ING-00474,P063,Rani,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00475,P064,"Ray fish, bow head, spotted",Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00476,P065,Red snapper,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00477,P066,"Red snapper, small",Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00478,P067,Sadaya,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00479,P068,Salmon,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00480,P069,Sangada,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00481,P070,Sankata parai,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00482,P071,Sardine,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00483,P072,Shark,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00484,P073,"Shark, hammer head",Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00485,P074,"Shark, spotted",Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00486,P075,Shelavu,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00487,P076,Silan,Gutting/Scaling/Trimming,0.55,SRC-IFCT2017
GF-ING-00488,P077,Silk fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00489,P078,Silver carp,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00490,P079,Sole fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00491,P080,Stingray,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00492,P081,Tarlava,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00493,P082,Tholam,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00494,P083,Tilapia,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00495,P084,Tuna,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00496,P085,"Tuna, striped",Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00497,P086,Valava,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00498,P087,Vanjaram,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00499,P088,Vela meen,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00500,P089,Vora,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00501,P090,Whale shark,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00502,P091,Xiphinis,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00503,P092,"Eggs, cat fish",Cleaning,0.775,SRC-IFCT2017
GF-ING-00504,Q001,Crab,Shell removal,0.35,SRC-IFCT2017
GF-ING-00505,Q002,"Crab, sea",Shell removal,0.35,SRC-IFCT2017
GF-ING-00506,Q003,"Lobster, brown",Shell removal,0.4,SRC-IFCT2017
GF-ING-00507,Q004,"Lobster, king size",Shell removal,0.4,SRC-IFCT2017
GF-ING-00508,Q005,Mud crab,Shell removal,0.35,SRC-IFCT2017
GF-ING-00509,Q006,Oyster,Shell removal,0.45,SRC-IFCT2017
GF-ING-00510,Q007,"Tiger prawns, brown",Shell/Head removal (assumed),0.6,SRC-IFCT2017
GF-ING-00511,Q008,"Tiger Prawns, orange",Shell/Head removal (assumed),0.6,SRC-IFCT2017
GF-ING-00512,R001,"Clam, green shell",Shell removal,0.3,SRC-IFCT2017
GF-ING-00513,R002,"Clam, white shell, ribbed",Shell removal,0.3,SRC-IFCT2017
GF-ING-00514,R003,Octopus,Cleaning,0.45,SRC-IFCT2017
GF-ING-00515,R004,"Squid, black",Cleaning,0.45,SRC-IFCT2017
GF-ING-00516,R005,"Squid, hard shell",Cleaning,0.45,SRC-IFCT2017
GF-ING-00517,R006,"Squid, red",Cleaning,0.45,SRC-IFCT2017
GF-ING-00518,R007,"Squid, white, small",Cleaning,0.45,SRC-IFCT2017
GF-ING-00420,S001,Cat fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00519,S002,Catla,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00520,S003,Fresh water Eel,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00521,S004,Gold fish,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00522,S005,Pangas,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00523,S006,Rohu,Gutting/Scaling/Trimming,0.575,SRC-IFCT2017
GF-ING-00504,S007,Crab,Shell removal,0.35,SRC-IFCT2017
GF-ING-00524,S008,"Prawns, big",Shell/Head removal,0.5,SRC-IFCT2017
GF-ING-00525,S009,"Prawns, small",Shell/Head removal,0.5,SRC-IFCT2017
GF-ING-00526,S010,Tiger prawns,Shell/Head removal,0.5,SRC-IFCT2017
GF-ING-00527,T001,Coconut oil,,1.0,SRC-IFCT2017
GF-ING-00528,T002,Corn oil,,1.0,SRC-IFCT2017
GF-ING-00529,T003,Cotton seed oil,,1.0,SRC-IFCT2017
GF-ING-00530,T004,Gingelly oil,,1.0,SRC-IFCT2017
GF-ING-00531,T005,Groundnut oil,,1.0,SRC-IFCT2017
GF-ING-00532,T006,Mustard oil,,1.0,SRC-IFCT2017
GF-ING-00533,T007,Palm oil,,1.0,SRC-IFCT2017
GF-ING-00534,T008,Rice bran oil,,1.0,SRC-IFCT2017
GF-ING-00535,T009,Safflower oil,,1.0,SRC-IFCT2017
GF-ING-00536,T010,Safflower oil (blended),,1.0,SRC-IFCT2017
GF-ING-00537,T011,Soyabean oil,,1.0,SRC-IFCT2017
GF-ING-00538,T012,Sunflower oil,,1.0,SRC-IFCT2017
GF-ING-00539,T013,Ghee,,1.0,SRC-IFCT2017
GF-ING-00540,T014,Vanaspati,,1.0,SRC-IFCT2017
