recipe_food_id,ingredient_food_id,ingredient_name,quantity,quantity_unit,source_food_code,ingredient_name_original,amount_original,unit_original
GF-REC-00281,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Milk,250,g
GF-REC-00281,,"Sugar, white",1.0,tbsp,UK-17-063,Sugar,1,tbsp
GF-REC-00282,GF-ING-00034,"Green gram, dal (Vigna radiata)",15.0,g,B010,Washed moong dal,15,g
GF-REC-00282,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",1.32,g,E057,Raisins,4 to 5,
GF-REC-00282,GF-ING-00282,Almond (Prunus amygdalus),1.11,g,H001,Almond,1,
GF-REC-00282,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Milk,250,g
GF-REC-00282,,"Sugar, white",1.5,tbsp,UK-17-063,Water,.5,cups
GF-REC-00282,,"Water, distilled",0.5,C,UK-17-377,Sugar,1.5,tbsp
GF-REC-00283,,Kewra essence,0.25,tsp,,Kewra essence,1,drop
GF-REC-00283,GF-ING-00014,"Rice, parboiled, milled (Oryza sativa )",20.0,g,A014,Rice,20,g
GF-REC-00283,GF-ING-00282,Almond (Prunus amygdalus),2.22,g,H001,Almond,2,
GF-REC-00283,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Milk,250,g
GF-REC-00283,,"Sugar, white",1.5,tbsp,UK-17-063,Sugar,1.5,tbsp
GF-REC-00284,GF-ING-00022,"Wheat, semolina (Triticum aestivum)",25.0,g,A022,Suji,25,g
GF-REC-00284,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",1.32,g,E057,Raisins,5 to 6,
GF-REC-00284,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00284,GF-ING-00282,Almond (Prunus amygdalus),2.8,g,H001,Blanched almonds,2 to3,
GF-REC-00284,,"Sugar, white",20.0,g,UK-17-063,Sugar,20,g
GF-REC-00284,,"Water, distilled",90.0,ml,UK-17-377,Water,90,ml
GF-REC-00284,,"Ghee, butter",20.0,g,UK-17-640,Ghee,20,g
GF-REC-00285,GF-ING-00022,"Wheat, semolina (Triticum aestivum)",25.0,g,A022,Suji,25,g
GF-REC-00285,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00285,GF-ING-00282,Almond (Prunus amygdalus),2.8,g,H001,Almond,2 to 3,
GF-REC-00285,,"Sugar, white",25.0,g,UK-17-063,Sugar,25,g
GF-REC-00285,,"Water, distilled",25.0,ml,UK-17-377,Water,25,g
GF-REC-00285,,"Ghee, butter",20.0,g,UK-17-640,Desi ghee,20,g
GF-REC-00286,GF-ING-00231,"Carrot, orange (Daucus carota)",200.0,g,F002,Carrots,200,g
GF-REC-00286,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00286,GF-ING-00282,Almond (Prunus amygdalus),2.22,g,H001,Almond,2,
GF-REC-00286,GF-ING-00286,Cashew nut (Anacardium occidentale),2.5,g,H005,Cashewnuts,2,
GF-REC-00286,GF-ING-00299,Pistachio nuts (Pistacla vera),0.4,g,H018,Pistachios,2,
GF-REC-00286,GF-ING-00312,"Milk, whole, Cow",30.0,ml,L002,Milk,30,ml
GF-REC-00286,GF-ING-00314,Khoa,40.0,g,L004,Khoa,40,g
GF-REC-00286,,"Sugar, white",40.0,g,UK-17-063,Sugar,40,g
GF-REC-00286,,"Ghee, butter",20.0,g,UK-17-640,Ghee,20,g
GF-REC-00287,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Cardamom,1,
GF-REC-00287,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00287,,"Sugar, icing",35.0,g,UK-17-062,Castor sugar,35,g
GF-REC-00287,,"Ghee, butter",1.5,tsp,UK-17-640,Ghee,1.5,tsp
GF-REC-00287,,"MIXED NUTS CASHEWS, ALMONDS, HAZELNUTS, PISTACHIOS, PECANS, MIXED NUTS",5.0,g,US-851134,Nuts,few,
GF-REC-00288,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",1.32,g,E057,Raisins,4 to 5,
GF-REC-00288,GF-ING-00235,"Potato, brown skin, big (Solanum tuberosum)",125.0,g,F006,Potatoes,125,g
GF-REC-00288,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00288,GF-ING-00282,Almond (Prunus amygdalus),2.22,g,H001,Almond,2,
GF-REC-00288,,"Sugar, white",25.0,g,UK-17-063,Sugar,25,g
GF-REC-00288,,"Ghee, butter",1.0,tsp,UK-17-640,Ghee,1,tbsp
GF-REC-00289,GF-ING-00149,"Pumpkin, orange, round (Cucurbita maxima)",100.0,g,D066,Pumpkin (Yellow),100,g
GF-REC-00289,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",1.32,g,E057,Raisins,4 to 5,
GF-REC-00289,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00289,GF-ING-00282,Almond (Prunus amygdalus),2.22,g,H001,Almond,2,
GF-REC-00289,GF-ING-00287,"Coconut, kernal, dry (Cocos nucifera)",10.0,g,H006,Coconut powder,10,g
GF-REC-00289,,"Sugar, white",35.0,g,UK-17-063,Sugar,35,g
GF-REC-00289,,"Ghee, butter",1.5,tsp,UK-17-640,Ghee,1.5,tsp
GF-REC-00290,GF-ING-00022,"Wheat, semolina (Triticum aestivum)",10.0,g,A022,Suji,10,g
GF-REC-00290,GF-ING-00034,"Green gram, dal (Vigna radiata)",40.0,g,B010,Moong dal,40,g
GF-REC-00290,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",2.22,g,E057,Raisins,2,
GF-REC-00290,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00290,GF-ING-00282,Almond (Prunus amygdalus),0.66,g,H001,Almond,2,
GF-REC-00290,GF-ING-00299,Pistachio nuts (Pistacla vera),0.4,g,H018,Pistachios,2,
GF-REC-00290,GF-ING-00314,Khoa,30.0,g,L004,Khoa,30,g
GF-REC-00290,,"Sugar, white",40.0,g,UK-17-063,Sugar,40,g
GF-REC-00290,,"Water, distilled",40.0,ml,UK-17-377,Water,40,ml
GF-REC-00290,,"Ghee, butter",2.0,tbsp,UK-17-640,Ghee,2,tbsp
GF-REC-00291,GF-ING-00312,"Milk, whole, Cow",150.0,g,L002,Milk,150,g
GF-REC-00291,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00291,,"Sugar, white",1.5,tbsp,UK-17-063,Sugar,1.5,tbsp
GF-REC-00291,,"Sugar, white",2.0,tsp,UK-17-063,Sugar,2,tsp
GF-REC-00291,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00291,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,3 to 4,drop
GF-REC-00292,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,ml
GF-REC-00292,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00292,,"Sugar, white",1.0,tbsp,UK-17-063,Sugar,1,tbsp
GF-REC-00292,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,3 to 4,drop
GF-REC-00293,GF-ING-00312,"Milk, whole, Cow",180.0,ml,L002,Milk,180,ml
GF-REC-00293,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00293,,"Sugar, white",1.5,tbsp,UK-17-063,Sugar,1.5,tbsp
GF-REC-00293,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00293,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,2 to 3,drop
GF-REC-00294,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00294,GF-ING-00312,"Milk, whole, Cow",125.0,ml,L002,Milk,125,ml
GF-REC-00294,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00294,,"Cream, fresh, single",125.0,g,UK-12-332,Cream,125,g
GF-REC-00294,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00294,,"Chocolate, plain",25.0,g,UK-17-491,Plain chocolate or cocoa powder,25,g
GF-REC-00294,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,2 to 3,drop
GF-REC-00295,GF-ING-00197,"Mango, ripe, banganapalli (Mangifera indica)",125.0,g,E036,Mango,125,g
GF-REC-00295,GF-ING-00312,"Milk, whole, Cow",125.0,ml,L002,Milk,125,ml
GF-REC-00295,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00295,,"Cream, fresh, single",125.0,g,UK-12-332,Cream,125,g
GF-REC-00295,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00295,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,2 to 3,drop
GF-REC-00296,,Red colour,0.25,tsp,,Red color,1 to 2,drop
GF-REC-00296,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,ml
GF-REC-00296,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00296,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00296,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00296,,Gelatine,0.75,tsp,UK-17-360,Gelatin,.75,tsp
GF-REC-00296,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00296,,"Candies, gum drops, no sugar or low calorie (sorbitol)",5.0,g,US-169061,Candied peel,5,g
GF-REC-00296,,"MIXED NUTS CASHEWS, ALMONDS, HAZELNUTS, PISTACHIOS, PECANS, MIXED NUTS",15.0,g,US-851134,Dry fruits,15,g
GF-REC-00297,GF-ING-00282,Almond (Prunus amygdalus),1.65,g,H001,Almond,a few,
GF-REC-00297,GF-ING-00286,Cashew nut (Anacardium occidentale),6.25,g,H005,Cashewnuts,a few,
GF-REC-00297,GF-ING-00312,"Milk, whole, Cow",250.0,ml,L002,Milk,250,ml
GF-REC-00297,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00297,,"Cream, fresh, single",150.0,g,UK-12-332,Cream,150,g
GF-REC-00297,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00297,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00297,,Gelatine,0.5,tsp,UK-17-360,Gelatin,.5,tsp
GF-REC-00297,,"Water, distilled",0.5,tbsp,UK-17-377,Water,.5,tbsp
GF-REC-00297,,"Butter, unsalted",15.0,g,UK-17-661,Unsalted butter,15,g
GF-REC-00298,,Yellow colour,0.5,tsp,,Lemon yellow color,few drops,
GF-REC-00298,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00298,,"Cream, fresh, single",20.0,g,UK-12-332,Cream,20,g
GF-REC-00298,,"Cream, fresh, single",80.0,g,UK-12-332,Cream,80,g
GF-REC-00298,,"Lemons, flesh only, raw, weighed with peel and pips",35.0,g,UK-14-130,Lemon,1,
GF-REC-00298,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherry,1,
GF-REC-00298,,"Sugar, icing",2.0,tbsp,UK-17-062,Castor sugar,2,tbsp
GF-REC-00298,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00298,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00298,,Vanilla extract,0.25,tsp,US-173471,Vanilla essence,1 to 2,drop
GF-REC-00299,,Orange colour,0.5,tsp,,Orange colour,few drops,
GF-REC-00299,,Orange essence,0.25,tsp,,Orange essence,1 to 2,drop
GF-REC-00299,GF-ING-00208,"Orange, pulp (Citrus aurantium)",42.5,g,E047,Orange,.5,
GF-REC-00299,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00299,,"Cream, fresh, single",20.0,g,UK-12-332,Cream,20,g
GF-REC-00299,,"Cream, fresh, single",80.0,g,UK-12-332,Cream,80,g
GF-REC-00299,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherry,1,
GF-REC-00299,,"Sugar, icing",2.0,tbsp,UK-17-062,Castor sugar,2,tbsp
GF-REC-00299,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00299,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00300,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00300,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00300,,"Cream, fresh, single",20.0,g,UK-12-332,Cream,20,g
GF-REC-00300,,"Cream, fresh, single",80.0,g,UK-12-332,Cream,80,g
GF-REC-00300,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherry,6,g
GF-REC-00300,,"Sugar, icing",2.0,tbsp,UK-17-062,Castor sugar,2,tbsp
GF-REC-00300,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00300,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00300,,Vanilla extract,0.5,tsp,US-173471,Vanilla extract,.5,tsp
GF-REC-00301,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00301,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00301,,"Cream, fresh, single",20.0,g,UK-12-332,Cream,20,g
GF-REC-00301,,"Cream, fresh, single",80.0,g,UK-12-332,Cream,80,g
GF-REC-00301,,Cocoa powder,3.0,g,UK-12-545,Cocoa powder,3,g
GF-REC-00301,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherry,1,
GF-REC-00301,,"Sugar, icing",2.0,tbsp,UK-17-062,Castor sugar,2,tbsp
GF-REC-00301,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00301,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00301,,Vanilla extract,0.25,tsp,US-173471,Vanilla essence,1 to 2,drop
GF-REC-00302,,Pineapple syrup,1.0,tbsp,,Pineapple syrup,1,tbsp
GF-REC-00302,,Yellow colour,0.5,tsp,,Lemon yellow color,few drops,
GF-REC-00302,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00302,,"Cream, fresh, single",20.0,g,UK-12-332,Cream,20,g
GF-REC-00302,,"Cream, fresh, single",80.0,g,UK-12-332,Cream,80,g
GF-REC-00302,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherry,1,
GF-REC-00302,,"Sugar, icing",2.0,tbsp,UK-17-062,Castor sugar,2,tbsp
GF-REC-00302,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00302,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00302,,Vanilla extract,0.25,tsp,US-173471,Vanilla essence,1 to 2,drop
GF-REC-00303,GF-ING-00162,"Apple, big (Malus domestica)",225.0,g,E001,Apples,1 large & 1 small,
GF-REC-00303,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00303,,"Cream, fresh, single",50.0,g,UK-12-332,Cream,50,g
GF-REC-00303,,"Lemons, flesh only, raw, weighed with peel and pips",17.5,g,UK-14-130,Lemon,.5,lemon
GF-REC-00303,,"Sugar, white",15.0,g,UK-17-063,Sugar,15,g
GF-REC-00303,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00304,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00304,,"Cream, fresh, single",60.0,g,UK-12-332,Cream,60,g
GF-REC-00304,,"Cream, fresh, whipping",10.0,g,UK-12-333,Whipped cream,10,g
GF-REC-00304,,Cocoa powder,1.0,tbsp,UK-12-545,Cocoa powder,1,tbsp
GF-REC-00304,,"Sugar, icing",1.5,tbsp,UK-17-062,Castor sugar,1.5,tbsp
GF-REC-00304,,"Spirits, 40% volume",1.0,tsp,UK-17-247,Brandy/Contreau,1,tsp
GF-REC-00304,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00304,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00304,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00304,,"Chocolate, plain",0.5,tsp,UK-17-491,Grated chocolate,.5,tsp
GF-REC-00304,,"Butter, unsalted",1.0,tsp,UK-17-661,Butter,1,tsp
GF-REC-00304,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00305,,Mango essence,0.25,tsp,,Mango essence,2 to 3,drop
GF-REC-00305,GF-ING-00197,"Mango, ripe, banganapalli (Mangifera indica)",25.0,g,E036,Mango pieces,25,g
GF-REC-00305,GF-ING-00197,"Mango, ripe, banganapalli (Mangifera indica)",100.0,g,E036,Mango pulp,100,g
GF-REC-00305,GF-ING-00264,Mint leaves (Mentha spicata ),1.0,sprig,G016,Mint leaves,1,sprig
GF-REC-00305,,"Cream, fresh, single",120.0,g,UK-12-332,Cream,120,g
GF-REC-00305,,"Sugar, icing",1.0,tbsp,UK-17-062,Castor sugar,1,tbsp
GF-REC-00305,,Gelatine,1.0,tsp,UK-17-360,Gelatin,1,tsp
GF-REC-00305,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00306,GF-ING-00208,"Orange, pulp (Citrus aurantium)",60.0,g,E047,Orange,1,nos
GF-REC-00306,GF-ING-00214,Pineapple (Ananas comosus),30.0,g,E053,Pineapple slices with syrup,2,small slices
GF-REC-00306,,"Jelly, made with water",25.0,g,UK-12-237,Orange jelly,25,g
GF-REC-00306,,"Cream, fresh, single",50.0,g,UK-12-332,Cream,50,g
GF-REC-00306,,"Orange juice, freshly squeezed",1.0,tsp,UK-14-369,Orange squash,1,tsp
GF-REC-00306,,"Sugar, icing",2.0,tsp,UK-17-062,Castor sugar,2,tsp
GF-REC-00306,,"Orange peel, raw",0.125,tsp,US-169103,Orange rind,.125,tsp
GF-REC-00307,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",25.0,g,A018,Refined flour,25,g
GF-REC-00307,GF-ING-00175,"Cherries, red (Prunus cerasus)",12.5,g,E014,Cherries,2 to 3,
GF-REC-00307,GF-ING-00194,"Lemon, juice (Citrus limon)",2.0,tsp,E033,Lemon juice,2,tsp
GF-REC-00307,GF-ING-00214,Pineapple (Ananas comosus),120.0,g,E053,Pineapple,4,slices
GF-REC-00307,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00307,,"Jelly, made with water",25.0,g,UK-12-237,Red jelly,25,g
GF-REC-00307,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00307,,"Sugar, icing",25.0,g,UK-17-062,Castor sugar,25,g
GF-REC-00307,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00307,,"Syrup, corn, dark",100.0,ml,UK-17-064,Syrup,100,ml
GF-REC-00307,,Gelatine,1.5,tsp,UK-17-360,Gelatin,1.5,tsp
GF-REC-00307,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00308,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",25.0,g,A018,Refined flour,25,g
GF-REC-00308,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,ml
GF-REC-00308,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00308,,Custard powder,1.5,tsp,UK-11-1138,Custard powder,1.5,tsp
GF-REC-00308,,"Cream, fresh, single",60.0,ml,UK-12-332,Cream,60,ml
GF-REC-00308,,"Fruit cocktail, canned in syrup, whole contents",250.0,ml,UK-14-097,Fruit cocktail,.5,small can
GF-REC-00308,,"Sugar, icing",1.0,tsp,UK-17-062,Castor sugar,1,tsp
GF-REC-00308,,"Sugar, icing",25.0,g,UK-17-062,Castor sugar,25,g
GF-REC-00308,,"Sugar, white",1.0,tbsp,UK-17-063,Sugar,1,tbsp
GF-REC-00308,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00309,GF-ING-00175,"Cherries, red (Prunus cerasus)",5.0,g,E014,Cherry,1,
GF-REC-00309,GF-ING-00312,"Milk, whole, Cow",250.0,ml,L002,Milk,250,ml
GF-REC-00309,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00309,,"Sugar, white",1.0,tbsp,UK-17-063,Sugar,1,tbsp
GF-REC-00309,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00310,,Kewra essence,0.5,tsp,,Kewra essence,few drops,
GF-REC-00310,GF-ING-00282,Almond (Prunus amygdalus),2.22,g,H001,Almonds,2,
GF-REC-00310,GF-ING-00299,Pistachio nuts (Pistacla vera),0.4,g,H018,Pistachios,2,
GF-REC-00310,GF-ING-00312,"Milk, whole, Cow",250.0,ml,L002,Milk,250,ml
GF-REC-00310,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00310,,"Sugar, white",15.0,g,UK-17-063,Sugar,15,g
GF-REC-00311,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",40.0,g,A018,Flour,40,g
GF-REC-00311,GF-ING-00315,"Egg, poultry, whole, raw",0.67,g,M001,Egg,0.67,
GF-REC-00311,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00311,,"Orange juice, freshly squeezed",2.0,tsp,UK-14-369,Orange juice,2,tsp
GF-REC-00311,,"Orange juice, freshly squeezed",75.0,ml,UK-14-369,Orange juice,75,ml
GF-REC-00311,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00311,,"Sugar, white",1.0,tsp,UK-17-063,Sugar,1,tsp
GF-REC-00311,,Marmalade,20.0,g,UK-17-078,Orange marmalade,1,tbsp
GF-REC-00311,,Baking powder,0.25,tsp,UK-17-355,Baking powder,.25,tsp
GF-REC-00311,,"Butter, unsalted",0.25,tsp,UK-17-661,Butter,.5,tsp
GF-REC-00311,,"Butter, unsalted",30.0,g,UK-17-661,Butter,30,g
GF-REC-00311,,"Orange peel, raw",0.25,tsp,US-169103,Grated rind of orange,.25,tsp
GF-REC-00312,GF-ING-00014,"Rice, parboiled, milled (Oryza sativa )",20.0,g,A014,Rice,20,g
GF-REC-00312,GF-ING-00312,"Milk, whole, Cow",300.0,ml,L002,Milk,300,ml
GF-REC-00312,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00312,GF-ING-00316,"Egg, poultry, white, raw",34.0,g,M002,Egg white,1,nos
GF-REC-00312,,"Sugar, icing",1.0,tbsp,UK-17-062,Castor sugar,1,tbsp
GF-REC-00312,,"Sugar, icing",1.0,tbsp,UK-17-062,Castor sugar,1,tbsp
GF-REC-00312,,JAM,20.0,g,US-499195,JAM,1,tbsp
GF-REC-00313,GF-ING-00286,Cashew nut (Anacardium occidentale),3.1,g,H005,Cashewnuts,2 to 3,
GF-REC-00313,GF-ING-00312,"Milk, whole, Cow",30.0,ml,L002,Milk,30,ml
GF-REC-00313,GF-ING-00313,Paneer,100.0,g,L003,Cottage cheese,100,g
GF-REC-00313,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00313,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00313,,"Butter, unsalted",2.0,tbsp,UK-17-661,Butter,for greasing,
GF-REC-00313,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00314,GF-ING-00312,"Milk, whole, Cow",75.0,ml,L002,Milk,75,ml
GF-REC-00314,GF-ING-00315,"Egg, poultry, whole, raw",25.0,g,M001,Egg,.5,
GF-REC-00314,,"Flour, corn",0.5,tsp,UK-11-1045,Cornflour,.5,tsp
GF-REC-00314,,"Bread, white, average",60.0,g,UK-11-1145,Fresh bread,2,slices
GF-REC-00314,,Cocoa powder,0.5,tsp,UK-12-545,Cocoa powder,.5,tsp
GF-REC-00314,,Cocoa powder,1.0,tsp,UK-12-545,Cocoa powder,1,tsp
GF-REC-00314,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00314,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00314,,Baking powder,0.125,tsp,UK-17-355,Baking powder,.125,tsp
GF-REC-00314,,Salt,0.25,tsp,UK-17-367,Salt,1,pinch
GF-REC-00314,,"Water, distilled",75.0,ml,UK-17-377,Water,75,ml
GF-REC-00314,,"Butter, unsalted",1.0,tsp,UK-17-661,Butter,1,tsp
GF-REC-00314,,"Butter, unsalted",25.0,g,UK-17-661,Butter,25,g
GF-REC-00314,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00314,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,few drops,
GF-REC-00315,GF-ING-00175,"Cherries, red (Prunus cerasus)",5.0,g,E014,Glaced cherry,1,
GF-REC-00315,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",10.0,g,E057,Raisins/currents,10,g
GF-REC-00315,GF-ING-00276,Nutmeg (Myristica fragrans),0.25,tsp,G028,Nutmeg (powdered),1,pinch
GF-REC-00315,GF-ING-00282,Almond (Prunus amygdalus),10.0,g,H001,Blanched almonds,10,g
GF-REC-00315,GF-ING-00312,"Milk, whole, Cow",200.0,ml,L002,Milk,200,ml
GF-REC-00315,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00315,,"Bread, white, average",60.0,g,UK-11-1145,Bread (white),2,slices
GF-REC-00315,,"Sugar, white",2.0,tbsp,UK-17-063,Sugar,2,tbsp
GF-REC-00315,,"Butter, unsalted",10.0,g,UK-17-661,Butter,10,g
GF-REC-00316,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,ml
GF-REC-00316,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,nos
GF-REC-00316,GF-ING-00316,"Egg, poultry, white, raw",34.0,g,M002,Egg white,1,
GF-REC-00316,,"Bread, white, average",30.0,g,UK-11-1145,Fresh bread,1,slices
GF-REC-00316,,"Lemons, flesh only, raw, weighed with peel and pips",15.0,g,UK-14-130,Lemon rind,.5,lemon
GF-REC-00316,,"Sugar, icing",1.0,tbsp,UK-17-062,Castor sugar,1,tbsp
GF-REC-00316,,"Sugar, white",2.0,tsp,UK-17-063,Sugar,2,tsp
GF-REC-00316,,"Butter, unsalted",0.5,tbsp,UK-17-661,Butter,.5,tbsp
GF-REC-00316,,JAM,20.0,g,US-499195,Jam,1,tbsp
GF-REC-00317,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",40.0,g,A018,Refined flour,40,g
GF-REC-00317,GF-ING-00214,Pineapple (Ananas comosus),30.0,g,E053,Pineapple slice,1,
GF-REC-00317,GF-ING-00312,"Milk, whole, Cow",0.5,tbsp,L002,Milk,.5,tbsp
GF-REC-00317,GF-ING-00315,"Egg, poultry, whole, raw",25.0,g,M001,Egg,.5,
GF-REC-00317,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
