food_id,source_id,source_record_id,source_name,food_group,region_code,scientific_name,source_tags
GF-ING-00197,SRC-IFCT2017,E036,"Mango, ripe, banganapalli",Fruits,6,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00198,SRC-IFCT2017,E037,"Mango, ripe, gulabkhas",Fruits,2,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00199,SRC-IFCT2017,E038,"Mango, ripe, himsagar",Fruits,3,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00200,SRC-IFCT2017,E039,"Mango, ripe, kesar",Fruits,4,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00201,SRC-IFCT2017,E040,"Mango, ripe, neelam",Fruits,2,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00202,SRC-IFCT2017,E041,"Mango, ripe, paheri",Fruits,2,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00203,SRC-IFCT2017,E042,"Mango, ripe, totapari",Fruits,1,Mangifera indica,vegetarian eggetarian fishetarian veg
GF-ING-00204,SRC-IFCT2017,E043,Mangosteen,Fruits,1,Garcinia mangostana,vegetarian eggetarian fishetarian veg
GF-ING-00205,SRC-IFCT2017,E044,Manila tamarind,Fruits,1,Pithecellobium dulce,vegetarian eggetarian fishetarian veg
GF-ING-00206,SRC-IFCT2017,E045,"Musk melon, orange flesh",Fruits,5,Cucumis melon,vegetarian eggetarian fishetarian veg
GF-ING-00207,SRC-IFCT2017,E046,"Musk melon, yellow flesh",Fruits,6,Cucumis melo,vegetarian eggetarian fishetarian veg
GF-ING-00208,SRC-IFCT2017,E047,"Orange, pulp",Fruits,6,Citrus aurantium,vegetarian eggetarian fishetarian veg
GF-ING-00209,SRC-IFCT2017,E048,"Palm fruit, tender",Fruits,1,Borassus flabellifer,vegetarian eggetarian fishetarian veg
GF-ING-00210,SRC-IFCT2017,E049,"Papaya, ripe",Fruits,6,Carcia papaya,vegetarian eggetarian fishetarian veg
GF-ING-00211,SRC-IFCT2017,E050,Peach,Fruits,1,Prunus communis,vegetarian eggetarian fishetarian veg
GF-ING-00212,SRC-IFCT2017,E051,Pear,Fruits,6,Pyrus sp.,vegetarian eggetarian fishetarian veg
GF-ING-00213,SRC-IFCT2017,E052,Phalsa,Fruits,2,Grewia asiatica,vegetarian eggetarian fishetarian veg
GF-ING-00214,SRC-IFCT2017,E053,Pineapple,Fruits,6,Ananas comosus,vegetarian eggetarian fishetarian veg
GF-ING-00215,SRC-IFCT2017,E054,Plum,Fruits,3,Prunus domestica,vegetarian eggetarian fishetarian veg
GF-ING-00216,SRC-IFCT2017,E055,"Pomegranate, maroon seeds",Fruits,6,Punica granatum,vegetarian eggetarian fishetarian veg
GF-ING-00217,SRC-IFCT2017,E056,Pummelo,Fruits,3,Citrus maxima,vegetarian eggetarian fishetarian veg
GF-ING-00218,SRC-IFCT2017,E057,"Raisins, dried, black",Fruits,6,Vitis vinifera,vegetarian eggetarian fishetarian veg
GF-ING-00219,SRC-IFCT2017,E058,"Raisins, dried, golden",Fruits,6,Vitis vinifera,vegetarian eggetarian fishetarian veg
GF-ING-00220,SRC-IFCT2017,E059,Rambutan,Fruits,1,Nephelium lappaceum,vegetarian eggetarian fishetarian veg
GF-ING-00221,SRC-IFCT2017,E060,Sapota,Fruits,6,Achras sapota,vegetarian eggetarian fishetarian veg
GF-ING-00222,SRC-IFCT2017,E061,Soursop,Fruits,1,Annona muricata,vegetarian eggetarian fishetarian veg
GF-ING-00223,SRC-IFCT2017,E062,Star fruit,Fruits,1,Averrhoa carambola,vegetarian eggetarian fishetarian veg
GF-ING-00224,SRC-IFCT2017,E063,Strawberry,Fruits,6,Fragaria ananassa,vegetarian eggetarian fishetarian veg
GF-ING-00225,SRC-IFCT2017,E064,"Tamarind, pulp",Fruits,6,Tamarindus indicus,vegetarian eggetarian fishetarian veg
GF-ING-00226,SRC-IFCT2017,E065,"Water melon, dark green (sugar baby)",Fruits,6,Citrullus vulgaris,vegetarian eggetarian fishetarian veg
GF-ING-00227,SRC-IFCT2017,E066,"Water melon, pale green",Fruits,6,Citrullus vulgaris,vegetarian eggetarian fishetarian veg
GF-ING-00228,SRC-IFCT2017,E067,Wood apple,Fruits,3,Limonia acidissima,vegetarian eggetarian fishetarian veg
GF-ING-00229,SRC-IFCT2017,E068,Zizyphus,Fruits,1,Zizyphus jujuba,vegetarian eggetarian fishetarian veg
GF-ING-00230,SRC-IFCT2017,F001,Beetroot,Roots and Tubers,6,Beta vulgaris,vegetarian eggetarian fishetarian veg
GF-ING-00231,SRC-IFCT2017,F002,"Carrot, orange",Roots and Tubers,6,Dacus carota,vegetarian eggetarian fishetarian veg
GF-ING-00232,SRC-IFCT2017,F003,"Carrot, red",Roots and Tubers,4,Dacus carota,vegetarian eggetarian fishetarian veg
GF-ING-00233,SRC-IFCT2017,F004,Colocasia,Roots and Tubers,6,Colocasia antiquorum,vegetarian eggetarian fishetarian veg
GF-ING-00234,SRC-IFCT2017,F005,Lotus root,Roots and Tubers,3,Nelumbium nelumbo,vegetarian eggetarian fishetarian veg
GF-ING-00235,SRC-IFCT2017,F006,"Potato, brown skin, big",Roots and Tubers,6,Solanum tuberosum,vegetarian eggetarian fishetarian veg
GF-ING-00236,SRC-IFCT2017,F007,"Potato, brown skin, small",Roots and Tubers,1,Solanum tuberosum,vegetarian eggetarian fishetarian veg
GF-ING-00237,SRC-IFCT2017,F008,"Potato, red skin",Roots and Tubers,1,Solanum tuberosum,vegetarian eggetarian fishetarian veg
GF-ING-00238,SRC-IFCT2017,F009,"Radish, elongate, red skin",Roots and Tubers,3,Raphanus sativus,vegetarian eggetarian fishetarian veg
GF-ING-00239,SRC-IFCT2017,F010,"Radish, elongate, white skin",Roots and Tubers,6,Raphanus sativus,vegetarian eggetarian fishetarian veg
GF-ING-00240,SRC-IFCT2017,F011,"Radish, round, red skin",Roots and Tubers,1,Raphanus sativus,vegetarian eggetarian fishetarian veg
GF-ING-00241,SRC-IFCT2017,F012,"Radish, round, white skin",Roots and Tubers,2,Raphanus sativus,vegetarian eggetarian fishetarian veg
GF-ING-00242,SRC-IFCT2017,F013,"Sweet potato, brown skin",Roots and Tubers,4,Ipomoea batatas,vegetarian eggetarian fishetarian veg
GF-ING-00243,SRC-IFCT2017,F014,"Sweet potato, pink skin",Roots and Tubers,3,Ipomoea batatas,vegetarian eggetarian fishetarian veg
GF-ING-00244,SRC-IFCT2017,F015,Tapioca,Roots and Tubers,3,Manihot esculenta,vegetarian eggetarian fishetarian veg
GF-ING-00245,SRC-IFCT2017,F016,Water Chestnut,Roots and Tubers,1,Eleocharis dulcis,vegetarian eggetarian fishetarian veg
GF-ING-00246,SRC-IFCT2017,F017,"Yam, elephant",Roots and Tubers,6,Amorphophallus paeoniifolius,vegetarian eggetarian fishetarian veg
GF-ING-00247,SRC-IFCT2017,F018,"Yam, ordinary",Roots and Tubers,4,Dioscorea strydomiana,vegetarian eggetarian fishetarian veg
GF-ING-00248,SRC-IFCT2017,F019,"Yam, wild",Roots and Tubers,2,Dioscorea villosa,vegetarian eggetarian fishetarian veg
GF-ING-00249,SRC-IFCT2017,G001,"Chillies, green-1",Condiments and Spices,5,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00250,SRC-IFCT2017,G002,"Chillies, green-2",Condiments and Spices,3,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00251,SRC-IFCT2017,G003,"Chillies, green-3",Condiments and Spices,5,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00252,SRC-IFCT2017,G004,"Chillies, green-4",Condiments and Spices,3,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00253,SRC-IFCT2017,G005,"Chillies, green-5",Condiments and Spices,2,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00254,SRC-IFCT2017,G006,"Chillies, green-6",Condiments and Spices,1,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00255,SRC-IFCT2017,G007,"Chillies, green-7",Condiments and Spices,1,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00256,SRC-IFCT2017,G008,"Chillies, green - all varieties",Condiments and Spices,6,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00257,SRC-IFCT2017,G009,Coriander leaves,Condiments and Spices,6,Coriandrum sativum,vegetarian eggetarian fishetarian veg
GF-ING-00258,SRC-IFCT2017,G010,Curry leaves,Condiments and Spices,6,Murraya koenigii,vegetarian eggetarian fishetarian veg
GF-ING-00259,SRC-IFCT2017,G011,"Garlic, big cloves",Condiments and Spices,6,Allium sativum,vegetarian eggetarian fishetarian veg
GF-ING-00260,SRC-IFCT2017,G012,"Garlic, small cloves",Condiments and Spices,3,Allium sativum,vegetarian eggetarian fishetarian veg
GF-ING-00261,SRC-IFCT2017,G013,"Garlic, single clove, Kashmir",Condiments and Spices,1,Allium sativum,vegetarian eggetarian fishetarian veg
GF-ING-00262,SRC-IFCT2017,G014,"Ginger, fresh",Condiments and Spices,6,Zinziber officinale,vegetarian eggetarian fishetarian veg
GF-ING-00263,SRC-IFCT2017,G015,Mango ginger,Condiments and Spices,3,Curcuma amada,vegetarian eggetarian fishetarian veg
GF-ING-00264,SRC-IFCT2017,G016,Mint leaves,Condiments and Spices,4,Mentha spicata,vegetarian eggetarian fishetarian veg
GF-ING-00265,SRC-IFCT2017,G017,"Onion, big",Condiments and Spices,6,Allium cepa,vegetarian eggetarian fishetarian veg
GF-ING-00266,SRC-IFCT2017,G018,"Onion, small",Condiments and Spices,5,Allium cepa,vegetarian eggetarian fishetarian veg
GF-ING-00267,SRC-IFCT2017,G019,Asafoetida,Condiments and Spices,6,Ferula assa-foetida,vegetarian eggetarian fishetarian veg
GF-ING-00268,SRC-IFCT2017,G020,"Cardamom, green",Condiments and Spices,6,Elettaria cardamomum,vegetarian eggetarian fishetarian veg
GF-ING-00269,SRC-IFCT2017,G021,"Cardamom, black",Condiments and Spices,4,Elettaria cardamomum,vegetarian eggetarian fishetarian veg
GF-ING-00270,SRC-IFCT2017,G022,"Chillies, red",Condiments and Spices,6,Capsicum annum,vegetarian eggetarian fishetarian veg
GF-ING-00271,SRC-IFCT2017,G023,Cloves,Condiments and Spices,6,Syzygium aromaticum,vegetarian eggetarian fishetarian veg
GF-ING-00272,SRC-IFCT2017,G024,Coriander seeds,Condiments and Spices,6,Coriandrum sativum,vegetarian eggetarian fishetarian veg
GF-ING-00273,SRC-IFCT2017,G025,Cumin seeds,Condiments and Spices,6,Cuminum cyminum,vegetarian eggetarian fishetarian veg
GF-ING-00274,SRC-IFCT2017,G026,Fenugreek seeds,Condiments and Spices,6,Trigonella foenum graecum,vegetarian eggetarian fishetarian veg
GF-ING-00275,SRC-IFCT2017,G027,Mace,Condiments and Spices,6,Myristica fragrans,vegetarian eggetarian fishetarian veg
GF-ING-00276,SRC-IFCT2017,G028,Nutmeg,Condiments and Spices,6,Myristica fragrans,vegetarian eggetarian fishetarian veg
GF-ING-00277,SRC-IFCT2017,G029,Omum,Condiments and Spices,6,Trachyspermum ammi,vegetarian eggetarian fishetarian veg
GF-ING-00278,SRC-IFCT2017,G030,Pippali,Condiments and Spices,6,Piper longum,vegetarian eggetarian fishetarian veg
GF-ING-00279,SRC-IFCT2017,G031,"Pepper, black",Condiments and Spices,6,Piper nigrum,vegetarian eggetarian fishetarian veg
GF-ING-00280,SRC-IFCT2017,G032,Poppy seeds,Condiments and Spices,6,Papaver somniferum,vegetarian eggetarian fishetarian veg
GF-ING-00281,SRC-IFCT2017,G033,Turmeric powder,Condiments and Spices,6,Curcuma domestica,vegetarian eggetarian fishetarian veg
GF-ING-00282,SRC-IFCT2017,H001,Almond,Nuts and Oil Seeds,6,Prunus amygdalus,vegetarian eggetarian fishetarian veg
GF-ING-00283,SRC-IFCT2017,H002,"Arecanut, dried, brown",Nuts and Oil Seeds,6,Areca catechu,vegetarian eggetarian fishetarian veg
GF-ING-00284,SRC-IFCT2017,H003,"Arecanut, dried, red color",Nuts and Oil Seeds,3,Areca catechu,vegetarian eggetarian fishetarian veg
GF-ING-00285,SRC-IFCT2017,H004,"Arecanut, fresh",Nuts and Oil Seeds,2,Areca catechu,vegetarian eggetarian fishetarian veg
GF-ING-00286,SRC-IFCT2017,H005,Cashew nut,Nuts and Oil Seeds,6,Anacardium occidentale,vegetarian eggetarian fishetarian veg
GF-ING-00287,SRC-IFCT2017,H006,"Coconut, kernel, dry",Nuts and Oil Seeds,6,Cocos nucifera,vegetarian eggetarian fishetarian veg
GF-ING-00288,SRC-IFCT2017,H007,"Coconut, kernel, fresh",Nuts and Oil Seeds,6,Cocos nucifera,vegetarian eggetarian fishetarian veg
GF-ING-00289,SRC-IFCT2017,H008,"Garden cress, seeds",Nuts and Oil Seeds,5,Lepidium sativum,vegetarian eggetarian fishetarian veg
GF-ING-00290,SRC-IFCT2017,H009,"Gingelly seeds, black",Nuts and Oil Seeds,6,Sesamum indicum,vegetarian eggetarian fishetarian veg
GF-ING-00291,SRC-IFCT2017,H010,"Gingelly seeds, brown",Nuts and Oil Seeds,4,Sesamum indicum,vegetarian eggetarian fishetarian veg
GF-ING-00292,SRC-IFCT2017,H011,"Gingelly seeds, white",Nuts and Oil Seeds,5,Sesamum indicum,vegetarian eggetarian fishetarian veg
GF-ING-00293,SRC-IFCT2017,H012,Ground nut,Nuts and Oil Seeds,6,Arachis hypogea,vegetarian eggetarian fishetarian veg
GF-ING-00294,SRC-IFCT2017,H013,Mustard seeds,Nuts and Oil Seeds,6,Brassica nigra,vegetarian eggetarian fishetarian veg
GF-ING-00295,SRC-IFCT2017,H014,Linseeds,Nuts and Oil Seeds,6,Linum usitatissimum,vegetarian eggetarian fishetarian veg
GF-ING-00296,SRC-IFCT2017,H015,"Niger seeds, black",Nuts and Oil Seeds,4,Guizotia abyssinica,vegetarian eggetarian fishetarian veg
GF-ING-00297,SRC-IFCT2017,H016,"Niger seeds, grey",Nuts and Oil Seeds,5,Guizotia abyssinica,vegetarian eggetarian fishetarian veg
GF-ING-00298,SRC-IFCT2017,H017,Pine seeds,Nuts and Oil Seeds,5,Pinus sp.,vegetarian eggetarian fishetarian veg
GF-ING-00299,SRC-IFCT2017,H018,Pistachio nuts,Nuts and Oil Seeds,6,Pistacia vera,vegetarian eggetarian fishetarian veg
GF-ING-00300,SRC-IFCT2017,H019,Safflower seeds,Nuts and Oil Seeds,5,Carthamus tinctorius,vegetarian eggetarian fishetarian veg
GF-ING-00301,SRC-IFCT2017,H020,Sunflower seeds,Nuts and Oil Seeds,5,Helianthus annuus,vegetarian eggetarian fishetarian veg
GF-ING-00302,SRC-IFCT2017,H021,Walnut,Nuts and Oil Seeds,6,Juglans regia,vegetarian eggetarian fishetarian veg
GF-ING-00303,SRC-IFCT2017,I001,"Jaggery, cane",Sugars,6,Saccharum officinarum,vegetarian eggetarian fishetarian veg
GF-ING-00304,SRC-IFCT2017,I002,"Sugarcane, juice",Sugars,6,Saccharum officinarum,vegetarian eggetarian fishetarian veg
GF-ING-00305,SRC-IFCT2017,J001,"Button mushroom, fresh",Mushrooms,1,Agaricus sp.,vegetarian eggetarian fishetarian veg
GF-ING-00306,SRC-IFCT2017,J002,"Chicken mushroom, fresh",Mushrooms,1,Lactiporus sp.,vegetarian eggetarian fishetarian veg
GF-ING-00307,SRC-IFCT2017,J003,"Shiitake mushroom, fresh",Mushrooms,1,Lentinula sp.,vegetarian eggetarian fishetarian veg
GF-ING-00308,SRC-IFCT2017,J004,"Oyster mushroom, dried",Mushrooms,1,Pleurotus sp.,vegetarian eggetarian fishetarian veg
GF-ING-00309,SRC-IFCT2017,K001,Toddy,Miscellaneous Foods,10,,vegetarian eggetarian fishetarian veg
GF-ING-00310,SRC-IFCT2017,K002,Coconut water,Miscellaneous Foods,6,Cocos nucifera,vegetarian eggetarian fishetarian veg
GF-ING-00311,SRC-IFCT2017,L001,"Milk, whole, Buffalo",Milk and Milk Products,6,,vegetarian eggetarian fishetarian veg
GF-ING-00312,SRC-IFCT2017,L002,"Milk, whole, Cow",Milk and Milk Products,6,,vegetarian eggetarian fishetarian veg
GF-ING-00313,SRC-IFCT2017,L003,Paneer,Milk and Milk Products,6,,vegetarian eggetarian fishetarian veg
GF-ING-00314,SRC-IFCT2017,L004,Khoa,Milk and Milk Products,6,,vegetarian eggetarian fishetarian veg
GF-ING-00315,SRC-IFCT2017,M001,"Egg, poultry, whole, raw",Egg and Egg Products,6,,eggetarian fishetarian nonveg
GF-ING-00316,SRC-IFCT2017,M002,"Egg, poultry, white, raw",Egg and Egg Products,6,,eggetarian fishetarian nonveg
GF-ING-00317,SRC-IFCT2017,M003,"Egg, poultry, yolk, raw",Egg and Egg Products,6,,eggetarian fishetarian nonveg
GF-ING-00318,SRC-IFCT2017,M004,"Egg, poultry, whole, boiled",Egg and Egg Products,6,,eggetarian fishetarian nonveg
GF-ING-00319,SRC-IFCT2017,M005,"Egg, poultry, white, boiled",Egg and Egg Products,6,,eggetarian fishetarian nonveg
GF-ING-00320,SRC-IFCT2017,M006,"Egg, poultry, yolk, boiled",Egg and Egg Products,6,,eggetarian fishetarian nonveg
GF-ING-00321,SRC-IFCT2017,M007,"Egg, poultry, omlet",Egg and Egg Products,3,,eggetarian fishetarian nonveg
GF-ING-00322,SRC-IFCT2017,M008,"Egg, country hen, whole, raw",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00323,SRC-IFCT2017,M009,"Egg, country hen, whole, boiled",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00324,SRC-IFCT2017,M010,"Egg, country hen, omlet",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00325,SRC-IFCT2017,M011,"Egg, duck, whole, boiled",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00326,SRC-IFCT2017,M012,"Egg, duck, whole, raw",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00327,SRC-IFCT2017,M013,"Egg, duck, whole, omlet",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00328,SRC-IFCT2017,M014,"Egg, quial, whole, raw",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00329,SRC-IFCT2017,M015,"Egg, quial, whole, boiled",Egg and Egg Products,1,,eggetarian fishetarian nonveg
GF-ING-00330,SRC-IFCT2017,N001,"Chicken, poultry, leg, skinless",Poultry,4,,nonveg
GF-ING-00331,SRC-IFCT2017,N002,"Chicken, poultry, thigh, skinless",Poultry,6,,nonveg
GF-ING-00332,SRC-IFCT2017,N003,"Chicken, poultry, breast, skinless",Poultry,5,,nonveg
GF-ING-00333,SRC-IFCT2017,N004,"Chicken, poultry, wing, skinless",Poultry,5,,nonveg
GF-ING-00334,SRC-IFCT2017,N005,"Poultry, chicken, liver",Poultry,1,,nonveg
GF-ING-00335,SRC-IFCT2017,N006,"Poultry, chicken, gizzard",Poultry,1,,nonveg
GF-ING-00336,SRC-IFCT2017,N007,"Country hen, leg, with skin",Poultry,1,,nonveg
GF-ING-00337,SRC-IFCT2017,N008,"Country hen, thigh, with skin",Poultry,1,,nonveg
GF-ING-00338,SRC-IFCT2017,N009,"Country hen, breast, with skin",Poultry,1,,nonveg
GF-ING-00339,SRC-IFCT2017,N010,"Country hen, wing, with skin",Poultry,1,,nonveg
GF-ING-00340,SRC-IFCT2017,N011,"Duck, meat, with skin",Poultry,1,,nonveg
GF-ING-00341,SRC-IFCT2017,N012,"Emu, meat, skinless",Poultry,1,,nonveg
GF-ING-00342,SRC-IFCT2017,N013,"Guinea fowl, meat, with skin",Poultry,1,,nonveg
GF-ING-00343,SRC-IFCT2017,N014,"Pigeon, meat, with skin",Poultry,1,,nonveg
GF-ING-00344,SRC-IFCT2017,N015,"Quail, meat, skinless",Poultry,1,,nonveg
GF-ING-00345,SRC-IFCT2017,N016,"Turkey, leg, with skin",Poultry,1,,nonveg
GF-ING-00346,SRC-IFCT2017,N017,"Turkey, thigh, with skin",Poultry,1,,nonveg
GF-ING-00347,SRC-IFCT2017,N018,"Turkey, breast, with skin",Poultry,1,,nonveg
GF-ING-00348,SRC-IFCT2017,N019,"Turkey, wing, with skin",Poultry,1,,nonveg
GF-ING-00349,SRC-IFCT2017,O001,"Goat, shoulder, meat",Animal Meat,6,,nonveg
GF-ING-00350,SRC-IFCT2017,O002,"Goat, chops",Animal Meat,6,,nonveg
GF-ING-00351,SRC-IFCT2017,O003,"Goat, legs",Animal Meat,6,,nonveg
GF-ING-00352,SRC-IFCT2017,O004,"Goat, brain",Animal Meat,5,,nonveg
GF-ING-00353,SRC-IFCT2017,O005,"Goat, tongue",Animal Meat,4,,nonveg
GF-ING-00354,SRC-IFCT2017,O006,"Goat, lungs",Animal Meat,4,,nonveg
GF-ING-00355,SRC-IFCT2017,O007,"Goat, heart",Animal Meat,5,,nonveg
GF-ING-00356,SRC-IFCT2017,O008,"Goat, liver",Animal Meat,6,,nonveg
GF-ING-00357,SRC-IFCT2017,O009,"Goat, tripe",Animal Meat,5,,nonveg
GF-ING-00358,SRC-IFCT2017,O010,"Goat, spleen",Animal Meat,4,,nonveg
GF-ING-00359,SRC-IFCT2017,O011,"Goat, kidneys",Animal Meat,4,,nonveg
GF-ING-00360,SRC-IFCT2017,O012,"Goat, tube (small intestine)",Animal Meat,3,,nonveg
GF-ING-00361,SRC-IFCT2017,O013,"Goat, testis",Animal Meat,2,,nonveg
GF-ING-00362,SRC-IFCT2017,O014,"Sheep, shoulder",Animal Meat,5,,nonveg
GF-ING-00363,SRC-IFCT2017,O015,"Sheep, chops",Animal Meat,4,,nonveg
GF-ING-00364,SRC-IFCT2017,O016,"Sheep, leg",Animal Meat,5,,nonveg
GF-ING-00365,SRC-IFCT2017,O017,"Sheep, brain",Animal Meat,1,,nonveg
GF-ING-00366,SRC-IFCT2017,O018,"Sheep, tongue",Animal Meat,1,,nonveg
GF-ING-00367,SRC-IFCT2017,O019,"Sheep, lungs",Animal Meat,2,,nonveg
GF-ING-00368,SRC-IFCT2017,O020,"Sheep, heart",Animal Meat,1,,nonveg
GF-ING-00369,SRC-IFCT2017,O021,"Sheep, liver",Animal Meat,4,,nonveg
GF-ING-00370,SRC-IFCT2017,O022,"Sheep, tripe",Animal Meat,2,,nonveg
GF-ING-00371,SRC-IFCT2017,O023,"Sheep, spleen",Animal Meat,1,,nonveg
GF-ING-00372,SRC-IFCT2017,O024,"Sheep, kidneys",Animal Meat,2,,nonveg
GF-ING-00373,SRC-IFCT2017,O025,"Beef, shoulder",Animal Meat,6,,nonveg
GF-ING-00374,SRC-IFCT2017,O026,"Beef, chops",Animal Meat,4,,nonveg
GF-ING-00375,SRC-IFCT2017,O027,"Beef, round (leg)",Animal Meat,6,,nonveg
GF-ING-00376,SRC-IFCT2017,O028,"Beef, brain",Animal Meat,4,,nonveg
GF-ING-00377,SRC-IFCT2017,O029,"Beef, tongue",Animal Meat,4,,nonveg
GF-ING-00378,SRC-IFCT2017,O030,"Beef, lungs",Animal Meat,3,,nonveg
GF-ING-00379,SRC-IFCT2017,O031,"Beef, heart",Animal Meat,5,,nonveg
GF-ING-00380,SRC-IFCT2017,O032,"Beef, liver",Animal Meat,6,,nonveg
GF-ING-00381,SRC-IFCT2017,O033,"Beef, tripe",Animal Meat,5,,nonveg
GF-ING-00382,SRC-IFCT2017,O034,"Beef, spleen",Animal Meat,6,,nonveg
GF-ING-00383,SRC-IFCT2017,O035,"Beef, kidneys",Animal Meat,3,,nonveg
GF-ING-00384,SRC-IFCT2017,O036,"Calf, shoulder",Animal Meat,2,,nonveg
GF-ING-00385,SRC-IFCT2017,O037,"Calf, chops",Animal Meat,2,,nonveg
GF-ING-00386,SRC-IFCT2017,O038,"Calf, round (leg)",Animal Meat,2,,nonveg
GF-ING-00387,SRC-IFCT2017,O039,"Calf, brain",Animal Meat,2,,nonveg
GF-ING-00388,SRC-IFCT2017,O040,"Calf, tongue",Animal Meat,2,,nonveg
GF-ING-00389,SRC-IFCT2017,O041,"Calf, heart",Animal Meat,1,,nonveg
GF-ING-00390,SRC-IFCT2017,O042,"Calf, liver",Animal Meat,1,,nonveg
GF-ING-00391,SRC-IFCT2017,O043,"Calf, spleen",Animal Meat,1,,nonveg
GF-ING-00392,SRC-IFCT2017,O044,"Calf, kidneys",Animal Meat,2,,nonveg
GF-ING-00393,SRC-IFCT2017,O045,"Mithun, shoulder",Animal Meat,1,,nonveg
GF-ING-00394,SRC-IFCT2017,O046,"Mithun, chops",Animal Meat,1,,nonveg
GF-ING-00395,SRC-IFCT2017,O047,"Mithun, round (leg)",Animal Meat,1,,nonveg
GF-ING-00396,SRC-IFCT2017,O048,"Pork, shoulder",Animal Meat,6,,nonveg
GF-ING-00397,SRC-IFCT2017,O049,"Pork, chops",Animal Meat,6,,nonveg
GF-ING-00398,SRC-IFCT2017,O050,"Pork, ham",Animal Meat,6,,nonveg
GF-ING-00399,SRC-IFCT2017,O051,"Pork, lungs",Animal Meat,4,,nonveg
GF-ING-00400,SRC-IFCT2017,O052,"Pork, heart",Animal Meat,4,,nonveg
GF-ING-00401,SRC-IFCT2017,O053,"Pork, liver",Animal Meat,5,,nonveg
GF-ING-00402,SRC-IFCT2017,O054,"Pork, stomach",Animal Meat,1,,nonveg
GF-ING-00403,SRC-IFCT2017,O055,"Pork, spleen",Animal Meat,3,,nonveg
GF-ING-00404,SRC-IFCT2017,O056,"Pork, kidneys",Animal Meat,5,,nonveg
GF-ING-00405,SRC-IFCT2017,O057,"Pork, tube (small intestine)",Animal Meat,1,,nonveg
GF-ING-00406,SRC-IFCT2017,O058,"Hare, shoulder",Animal Meat,1,,nonveg
GF-ING-00407,SRC-IFCT2017,O059,"Hare, chops",Animal Meat,1,,nonveg
GF-ING-00408,SRC-IFCT2017,O060,"Hare, leg",Animal Meat,1,,nonveg
GF-ING-00409,SRC-IFCT2017,O061,"Rabbit, shoulder",Animal Meat,1,,nonveg
GF-ING-00410,SRC-IFCT2017,O062,"Rabbit, chops",Animal Meat,1,,nonveg
GF-ING-00411,SRC-IFCT2017,O063,"Rabbit, leg",Animal Meat,1,,nonveg
GF-ING-00412,SRC-IFCT2017,P001,Allathi,Marine Fish,1,Elops machnata,fishetarian nonveg
GF-ING-00413,SRC-IFCT2017,P002,Aluva,Marine Fish,3,Parastromateus niger,fishetarian nonveg
GF-ING-00414,SRC-IFCT2017,P003,Anchovy,Marine Fish,2,Stolephorus indicus,fishetarian nonveg
GF-ING-00415,SRC-IFCT2017,P004,Ari fish,Marine Fish,1,Aprion virescens,fishetarian nonveg
GF-ING-00416,SRC-IFCT2017,P005,Betki,Marine Fish,1,Lates calcarifer,fishetarian nonveg
GF-ING-00417,SRC-IFCT2017,P006,Black snapper,Marine Fish,1,Macolor niger,fishetarian nonveg
GF-ING-00418,SRC-IFCT2017,P007,Bombay duck,Marine Fish,2,Harpadon nehereus,fishetarian nonveg
GF-ING-00419,SRC-IFCT2017,P008,Bommuralu,Marine Fish,3,Muraenesox cinerius,fishetarian nonveg
GF-ING-00420,SRC-IFCT2017,P009,Cat fish,Marine Fish,1,Tachysurus thalassinus,fishetarian nonveg
GF-ING-00421,SRC-IFCT2017,P010,Chakla,Marine Fish,5,Rachycentron canadum,fishetarian nonveg
GF-ING-00422,SRC-IFCT2017,P011,Chappal,Marine Fish,1,Aluterus monoceros,fishetarian nonveg
GF-ING-00423,SRC-IFCT2017,P012,Chelu,Marine Fish,2,Elagatis bipinnulata,fishetarian nonveg
GF-ING-00424,SRC-IFCT2017,P013,Chembali,Marine Fish,1,Lutjanus quinquelineatus,fishetarian nonveg
GF-ING-00425,SRC-IFCT2017,P014,Eri meen,Marine Fish,1,Pristipomoides filamentosus,fishetarian nonveg
