food_id,nutrient_code,amount,basis,source_id,source_record_id,value_status
GF-ING-00550,sodium_mg,39.0,per_100g,SRC-UKFCT,B500,source
GF-ING-00550,potassium_mg,1000.0,per_100g,SRC-UKFCT,B500,source
GF-ING-00550,calcium_mg,160.0,per_100g,SRC-UKFCT,B500,source
GF-ING-00550,iron_mg,5.5,per_100g,SRC-UKFCT,B500,source
GF-ING-00550,zinc_mg,3.0,per_100g,SRC-UKFCT,B500,source
GF-ING-00550,cholesterol_mg,0.0,per_100g,SRC-UKFCT,B500,source
GF-ING-00551,energy_kcal,25.0,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,protein_g,2.5,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,carb_g,2.8,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,fat_g,0.5,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,sodium_mg,4.0,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,potassium_mg,46.0,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,calcium_mg,19.0,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,iron_mg,2.2,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,zinc_mg,0.3,per_100g,SRC-UKFCT,B501,source
GF-ING-00551,cholesterol_mg,0.0,per_100g,SRC-UKFCT,B501,source
GF-ING-00552,energy_kcal,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,protein_g,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,carb_g,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,fat_g,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,sodium_mg,27380.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,potassium_mg,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,calcium_mg,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,iron_mg,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,zinc_mg,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00552,cholesterol_mg,0.0,per_100g,SRC-UKFCT,K501,source
GF-ING-00553,energy_kcal,463.0,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,protein_g,6.2,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,carb_g,65.6,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,fat_g,21.3,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,fibre_g,3.8,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,sodium_mg,561.0,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,potassium_mg,215.0,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,calcium_mg,95.0,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,iron_mg,1.8,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,zinc_mg,0.9,per_100g,SRC-UKFCT,U500,source
GF-ING-00553,cholesterol_mg,2.4,per_100g,SRC-UKFCT,U500,source
GF-ING-00554,energy_kcal,40.0,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,protein_g,0.9,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,carb_g,9.1,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,fat_g,0.2,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,fibre_g,1.5,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,sodium_mg,2.0,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,potassium_mg,66.0,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,calcium_mg,10.0,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,iron_mg,0.55,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,zinc_mg,0.1,per_100g,SRC-UKFCT,E500,source
GF-ING-00554,cholesterol_mg,0.0,per_100g,SRC-UKFCT,E500,source
GF-ING-00555,energy_kcal,207.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,protein_g,7.9,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,carb_g,42.1,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,fat_g,2.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,fibre_g,5.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,sodium_mg,400.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,potassium_mg,216.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,calcium_mg,186.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,iron_mg,2.2,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,zinc_mg,1.3,per_100g,SRC-UKFCT,U501,source
GF-ING-00555,cholesterol_mg,0.0,per_100g,SRC-UKFCT,U501,source
GF-ING-00556,energy_kcal,266.0,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,protein_g,10.1,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,carb_g,54.0,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,fat_g,2.6,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,fibre_g,6.4,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,sodium_mg,513.0,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,potassium_mg,277.0,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,calcium_mg,238.0,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,iron_mg,2.82,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,zinc_mg,1.7,per_100g,SRC-UKFCT,U502,source
GF-ING-00556,cholesterol_mg,0.0,per_100g,SRC-UKFCT,U502,source
GF-ING-00557,energy_kcal,236.0,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,protein_g,8.7,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,carb_g,48.7,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,fat_g,2.1,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,fibre_g,2.9,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,sodium_mg,400.0,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,potassium_mg,134.0,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,calcium_mg,155.0,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,iron_mg,1.5,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,zinc_mg,0.7,per_100g,SRC-UKFCT,U511,source
GF-ING-00557,cholesterol_mg,0.0,per_100g,SRC-UKFCT,U511,source
GF-ING-00558,energy_kcal,399.0,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,protein_g,7.2,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,carb_g,71.0,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,fat_g,11.6,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,fibre_g,7.2,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,sodium_mg,41.0,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,potassium_mg,310.0,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,calcium_mg,40.0,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,iron_mg,2.68,per_100g,SRC-UKFCT,A501,source
GF-ING-00558,zinc_mg,1.6,per_100g,SRC-UKFCT,A501,source
GF-ING-00559,energy_kcal,34.0,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,protein_g,4.3,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,carb_g,3.2,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,fat_g,0.6,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,fibre_g,4.0,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,sodium_mg,9.0,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,potassium_mg,397.0,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,calcium_mg,48.0,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,iron_mg,1.06,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,zinc_mg,0.7,per_100g,SRC-UKFCT,C500,source
GF-ING-00559,cholesterol_mg,0.0,per_100g,SRC-UKFCT,C500,source
GF-ING-00560,energy_kcal,364.0,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,protein_g,8.1,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,carb_g,84.9,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,fat_g,1.5,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,sodium_mg,1.0,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,potassium_mg,220.0,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,calcium_mg,12.0,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,iron_mg,2.0,per_100g,SRC-UKFCT,A514,source
GF-ING-00560,zinc_mg,2.6,per_100g,SRC-UKFCT,A514,source
GF-ING-00561,energy_kcal,744.0,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,protein_g,0.6,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,carb_g,0.6,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,fat_g,82.2,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,fibre_g,0.0,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,sodium_mg,730.0,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,potassium_mg,27.0,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,calcium_mg,18.0,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,zinc_mg,0.1,per_100g,SRC-UKFCT,T500,source
GF-ING-00561,cholesterol_mg,213.2,per_100g,SRC-UKFCT,T500,source
GF-ING-00562,energy_kcal,744.0,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,protein_g,0.6,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,carb_g,0.6,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,fat_g,82.2,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,fibre_g,0.0,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,sodium_mg,8.0,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,potassium_mg,27.0,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,calcium_mg,18.0,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,zinc_mg,0.1,per_100g,SRC-UKFCT,T501,source
GF-ING-00562,cholesterol_mg,213.0,per_100g,SRC-UKFCT,T501,source
GF-ING-00563,energy_kcal,416.0,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,protein_g,25.4,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,carb_g,0.1,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,fat_g,34.9,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,fibre_g,0.0,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,sodium_mg,723.0,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,potassium_mg,75.0,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,calcium_mg,739.0,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,iron_mg,0.3,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,zinc_mg,4.1,per_100g,SRC-UKFCT,L500,source
GF-ING-00563,cholesterol_mg,97.0,per_100g,SRC-UKFCT,L500,source
GF-ING-00564,energy_kcal,103.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,protein_g,9.4,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,carb_g,3.1,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,fat_g,6.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,fibre_g,0.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,sodium_mg,250.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,potassium_mg,161.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,calcium_mg,127.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,zinc_mg,0.6,per_100g,SRC-UKFCT,L502,source
GF-ING-00564,cholesterol_mg,22.0,per_100g,SRC-UKFCT,L502,source
GF-ING-00565,energy_kcal,250.0,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,protein_g,15.6,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,carb_g,1.5,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,fat_g,20.2,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,fibre_g,0.0,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,sodium_mg,1000.0,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,potassium_mg,95.0,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,calcium_mg,360.0,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,iron_mg,0.2,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,zinc_mg,0.9,per_100g,SRC-UKFCT,L506,source
GF-ING-00565,cholesterol_mg,70.0,per_100g,SRC-UKFCT,L506,source
GF-ING-00566,energy_kcal,257.0,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,protein_g,18.6,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,fat_g,20.3,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,fibre_g,0.0,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,sodium_mg,395.0,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,potassium_mg,51.0,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,calcium_mg,362.0,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,zinc_mg,2.7,per_100g,SRC-UKFCT,L503,source
GF-ING-00566,cholesterol_mg,58.0,per_100g,SRC-UKFCT,L503,source
GF-ING-00567,energy_kcal,297.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,protein_g,17.8,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,carb_g,5.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,fat_g,23.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,fibre_g,0.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,sodium_mg,1000.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,potassium_mg,178.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,calcium_mg,610.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,iron_mg,0.5,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,zinc_mg,2.6,per_100g,SRC-UKFCT,L505,source
GF-ING-00567,cholesterol_mg,85.0,per_100g,SRC-UKFCT,L505,source
GF-ING-00568,energy_kcal,144.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,protein_g,9.4,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,carb_g,2.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,fat_g,11.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,sodium_mg,100.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,potassium_mg,110.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,calcium_mg,240.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,iron_mg,0.4,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,zinc_mg,1.3,per_100g,SRC-UKFCT,L511,source
GF-ING-00568,cholesterol_mg,50.0,per_100g,SRC-UKFCT,L511,source
GF-ING-00569,energy_kcal,294.0,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,protein_g,0.4,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,carb_g,78.1,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,sodium_mg,27.0,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,potassium_mg,24.0,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,calcium_mg,56.0,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,iron_mg,0.9,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,zinc_mg,0.1,per_100g,SRC-UKFCT,E511,source
GF-ING-00569,cholesterol_mg,0.0,per_100g,SRC-UKFCT,E511,source
GF-ING-00570,energy_kcal,24.0,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,protein_g,0.4,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,carb_g,5.0,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,fat_g,0.4,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,sodium_mg,5.0,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,potassium_mg,110.0,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,calcium_mg,11.0,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,iron_mg,0.2,per_100g,SRC-UKFCT,E504,source
GF-ING-00570,cholesterol_mg,0.0,per_100g,SRC-UKFCT,E504,source
GF-ING-00571,energy_kcal,142.0,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,protein_g,12.2,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,carb_g,0.0,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,fat_g,10.3,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,sodium_mg,50.0,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,potassium_mg,180.0,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,calcium_mg,5.0,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,iron_mg,0.3,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,zinc_mg,0.7,per_100g,SRC-UKFCT,N500,source
GF-ING-00571,cholesterol_mg,64.0,per_100g,SRC-UKFCT,N500,source
GF-ING-00572,protein_g,13.5,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,fat_g,14.3,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,fibre_g,34.8,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,sodium_mg,4000.0,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,potassium_mg,1950.0,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,calcium_mg,330.0,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,iron_mg,17.3,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,zinc_mg,4.3,per_100g,SRC-UKFCT,G516,source
GF-ING-00572,cholesterol_mg,0.0,per_100g,SRC-UKFCT,G516,source
GF-ING-00573,energy_kcal,40.0,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,protein_g,1.3,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,carb_g,7.3,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,fat_g,0.8,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,fibre_g,2.2,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,sodium_mg,1250.0,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,potassium_mg,140.0,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,calcium_mg,17.0,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,iron_mg,2.8,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,zinc_mg,0.1,per_100g,SRC-UKFCT,G517,source
GF-ING-00573,cholesterol_mg,0.0,per_100g,SRC-UKFCT,G517,source
GF-ING-00574,energy_kcal,510.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,protein_g,5.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,carb_g,63.5,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,fat_g,28.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,sodium_mg,6.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,potassium_mg,300.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,calcium_mg,33.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,iron_mg,2.3,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,zinc_mg,1.3,per_100g,SRC-UKFCT,I509,source
GF-ING-00574,cholesterol_mg,6.0,per_100g,SRC-UKFCT,I509,source
GF-ING-00575,protein_g,4.0,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,fat_g,1.2,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,fibre_g,53.1,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,sodium_mg,10.0,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,potassium_mg,431.0,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,calcium_mg,1002.0,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,iron_mg,8.32,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,zinc_mg,1.8,per_100g,SRC-UKFCT,G518,source
GF-ING-00575,cholesterol_mg,0.0,per_100g,SRC-UKFCT,G518,source
GF-ING-00576,energy_kcal,312.0,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,protein_g,18.5,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,carb_g,11.5,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,fat_g,21.7,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,potassium_mg,1500.0,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,calcium_mg,130.0,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,iron_mg,10.5,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,zinc_mg,6.9,per_100g,SRC-UKFCT,V501,source
GF-ING-00576,cholesterol_mg,0.0,per_100g,SRC-UKFCT,V501,source
GF-ING-00577,energy_kcal,22.0,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,protein_g,0.3,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,carb_g,4.9,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,fat_g,0.3,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,sodium_mg,110.0,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,potassium_mg,280.0,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,calcium_mg,29.0,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,iron_mg,0.1,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,zinc_mg,0.1,per_100g,SRC-UKFCT,H501,source
GF-ING-00577,cholesterol_mg,0.0,per_100g,SRC-UKFCT,H501,source
GF-ING-00578,energy_kcal,75.0,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,protein_g,14.6,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,carb_g,4.5,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,fibre_g,0.0,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,sodium_mg,81.0,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,potassium_mg,3780.0,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,calcium_mg,140.0,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,iron_mg,4.6,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,zinc_mg,1.1,per_100g,SRC-UKFCT,V502,source
GF-ING-00578,cholesterol_mg,0.0,per_100g,SRC-UKFCT,V502,source
GF-ING-00579,energy_kcal,41.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,carb_g,10.9,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,fat_g,0.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,fibre_g,0.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,sodium_mg,5.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,potassium_mg,1.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,calcium_mg,6.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00579,cholesterol_mg,0.0,per_100g,SRC-UKFCT,V503,source
GF-ING-00580,energy_kcal,364.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,protein_g,12.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,carb_g,79.2,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,fat_g,2.1,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,fibre_g,3.7,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,sodium_mg,4.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,potassium_mg,287.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,calcium_mg,28.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,iron_mg,2.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,zinc_mg,1.8,per_100g,SRC-UKFCT,A502,source
GF-ING-00580,cholesterol_mg,0.0,per_100g,SRC-UKFCT,A502,source
GF-ING-00581,energy_kcal,15.0,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,protein_g,0.4,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,carb_g,3.4,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,fat_g,0.1,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,sodium_mg,2.0,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,potassium_mg,95.0,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,calcium_mg,12.0,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,iron_mg,0.7,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,zinc_mg,0.2,per_100g,SRC-UKFCT,E501,source
GF-ING-00581,cholesterol_mg,0.0,per_100g,SRC-UKFCT,E501,source
GF-ING-00582,energy_kcal,239.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,protein_g,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,carb_g,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,fat_g,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,sodium_mg,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,potassium_mg,20780.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,calcium_mg,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,iron_mg,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,zinc_mg,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00582,cholesterol_mg,0.0,per_100g,SRC-UKFCT,U505,source
GF-ING-00583,energy_kcal,193.0,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,protein_g,3.3,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,carb_g,2.2,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,fat_g,19.1,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,fibre_g,0.0,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,sodium_mg,29.0,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,potassium_mg,104.0,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,calcium_mg,89.0,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,zinc_mg,0.3,per_100g,SRC-UKFCT,L519,source
GF-ING-00583,cholesterol_mg,55.0,per_100g,SRC-UKFCT,L519,source
GF-ING-00584,energy_kcal,381.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,protein_g,2.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,carb_g,2.7,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,fat_g,40.3,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,fibre_g,0.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,sodium_mg,25.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,potassium_mg,86.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,calcium_mg,58.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,zinc_mg,0.2,per_100g,SRC-UKFCT,L512,source
GF-ING-00584,cholesterol_mg,105.0,per_100g,SRC-UKFCT,L512,source
GF-ING-00585,energy_kcal,33.0,per_100g,SRC-UKFCT,D500,source
GF-ING-00585,protein_g,3.4,per_100g,SRC-UKFCT,D500,source
GF-ING-00585,carb_g,1.4,per_100g,SRC-UKFCT,D500,source
GF-ING-00585,fat_g,1.6,per_100g,SRC-UKFCT,D500,source
GF-ING-00585,sodium_mg,43.0,per_100g,SRC-UKFCT,D500,source
